Chrom	Start	End	H37rv_GeneID	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory
NC_000962.3	751505	751516	IntergenicRegion_523_Rv0654-Rv0655	False	Rv0654	NotExcluded	Rv0655	NotExcluded
NC_000962.3	752596	752983	IntergenicRegion_524_Rv0655-Rv0656c	False	Rv0655	NotExcluded	Rv0656c	NotExcluded
NC_000962.3	753367	753461	IntergenicRegion_525_Rv0656c-Rv0657c	False	Rv0656c	NotExcluded	Rv0657c	NotExcluded
NC_000962.3	753617	753692	IntergenicRegion_526_Rv0657c-Rv0658c	False	Rv0657c	NotExcluded	Rv0658c	NotExcluded
NC_000962.3	754409	754684	IntergenicRegion_527_Rv0658c-Rv0659c	False	Rv0658c	NotExcluded	Rv0659c	NotExcluded
NC_000962.3	755225	755334	IntergenicRegion_528_Rv0660c-Rv0661c	False	Rv0660c	NotExcluded	Rv0661c	NotExcluded
NC_000962.3	756023	756136	IntergenicRegion_529_Rv0662c-Rv0663	False	Rv0662c	NotExcluded	Rv0663	NotExcluded
NC_000962.3	758500	758531	IntergenicRegion_530_Rv0663-Rv0664	False	Rv0663	NotExcluded	Rv0664	NotExcluded
NC_000962.3	759309	759806	IntergenicRegion_531_Rv0666-Rv0667	False	Rv0666	NotExcluded	Rv0667	NotExcluded
NC_000962.3	763325	763369	IntergenicRegion_532_Rv0667-Rv0668	False	Rv0667	NotExcluded	Rv0668	NotExcluded
NC_000962.3	767320	767683	IntergenicRegion_533_Rv0668-Rv0669c	False	Rv0668	NotExcluded	Rv0669c	NotExcluded
NC_000962.3	769597	769791	IntergenicRegion_534_Rv0669c-Rv0670	False	Rv0669c	NotExcluded	Rv0670	NotExcluded
NC_000962.3	770550	770581	IntergenicRegion_535_Rv0670-Rv0671	False	Rv0670	NotExcluded	Rv0671	NotExcluded
NC_000962.3	771424	771483	IntergenicRegion_536_Rv0671-Rv0672	False	Rv0671	NotExcluded	Rv0672	NotExcluded
NC_000962.3	773112	773122	IntergenicRegion_537_Rv0672-Rv0673	False	Rv0672	NotExcluded	Rv0673	NotExcluded
NC_000962.3	774061	774063	IntergenicRegion_538_Rv0673-Rv0674	False	Rv0673	NotExcluded	Rv0674	NotExcluded
NC_000962.3	775574	775585	IntergenicRegion_539_Rv0675-Rv0676c	False	Rv0675	NotExcluded	Rv0676c	NotExcluded
NC_000962.3	778905	778989	IntergenicRegion_540_Rv0677c-Rv0678	False	Rv0677c	NotExcluded	Rv0678	NotExcluded
NC_000962.3	779487	779542	IntergenicRegion_541_Rv0678-Rv0679c	False	Rv0678	NotExcluded	Rv0679c	NotExcluded
NC_000962.3	780040	780041	IntergenicRegion_542_Rv0679c-Rv0680c	False	Rv0679c	NotExcluded	Rv0680c	NotExcluded
NC_000962.3	780416	780720	IntergenicRegion_543_Rv0680c-Rv0681	False	Rv0680c	NotExcluded	Rv0681	NotExcluded
NC_000962.3	781311	781559	IntergenicRegion_544_Rv0681-Rv0682	False	Rv0681	NotExcluded	Rv0682	NotExcluded
NC_000962.3	782404	782484	IntergenicRegion_545_Rv0683-Rv0684	False	Rv0683	NotExcluded	Rv0684	NotExcluded
NC_000962.3	784590	784820	IntergenicRegion_546_Rv0684-Rv0685	False	Rv0684	NotExcluded	Rv0685	NotExcluded
NC_000962.3	786011	786148	IntergenicRegion_547_Rv0685-Rv0686	False	Rv0685	NotExcluded	Rv0686	NotExcluded
NC_000962.3	786946	787098	IntergenicRegion_548_Rv0686-Rv0687	False	Rv0686	NotExcluded	Rv0687	NotExcluded
NC_000962.3	787926	787939	IntergenicRegion_549_Rv0687-Rv0688	False	Rv0687	NotExcluded	Rv0688	NotExcluded
NC_000962.3	789411	790023	IntergenicRegion_550_Rv0689c-Rv0690c	False	Rv0689c	NotExcluded	Rv0690c	NotExcluded
NC_000962.3	793332	793334	IntergenicRegion_551_Rv0693-Rv0694	False	Rv0693	NotExcluded	Rv0694	NotExcluded
NC_000962.3	794525	794714	IntergenicRegion_552_Rv0694-Rv0695	False	Rv0694	NotExcluded	Rv0695	NotExcluded
NC_000962.3	795470	795518	IntergenicRegion_553_Rv0695-Rv0696	False	Rv0695	NotExcluded	Rv0696	NotExcluded
NC_000962.3	796931	796932	IntergenicRegion_554_Rv0696-Rv0697	False	Rv0696	NotExcluded	Rv0697	NotExcluded
NC_000962.3	798372	798832	IntergenicRegion_555_Rv0697-Rv0698	False	Rv0697	NotExcluded	Rv0698	NotExcluded
NC_000962.3	799444	799628	IntergenicRegion_556_Rv0698-Rv0699	False	Rv0698	NotExcluded	Rv0699	NotExcluded
NC_000962.3	799850	800486	IntergenicRegion_557_Rv0699-Rv0700	False	Rv0699	NotExcluded	Rv0700	NotExcluded
NC_000962.3	800792	800808	IntergenicRegion_558_Rv0700-Rv0701	False	Rv0700	NotExcluded	Rv0701	NotExcluded
NC_000962.3	802435	802527	IntergenicRegion_559_Rv0703-Rv0704	False	Rv0703	NotExcluded	Rv0704	NotExcluded
NC_000962.3	803370	803410	IntergenicRegion_560_Rv0704-Rv0705	False	Rv0704	NotExcluded	Rv0705	NotExcluded
NC_000962.3	805106	805109	IntergenicRegion_561_Rv0707-Rv0708	False	Rv0707	NotExcluded	Rv0708	NotExcluded
NC_000962.3	806166	806334	IntergenicRegion_562_Rv0710-Rv0711	False	Rv0710	NotExcluded	Rv0711	NotExcluded
NC_000962.3	808698	808745	IntergenicRegion_563_Rv0711-Rv0712	False	Rv0711	NotExcluded	Rv0712	NotExcluded
NC_000962.3	809645	809945	IntergenicRegion_564_Rv0712-Rv0713	False	Rv0712	NotExcluded	Rv0713	NotExcluded
NC_000962.3	810887	811372	IntergenicRegion_565_Rv0713-Rv0714	False	Rv0713	NotExcluded	Rv0714	NotExcluded
NC_000962.3	812622	812626	IntergenicRegion_566_Rv0716-Rv0717	False	Rv0716	NotExcluded	Rv0717	NotExcluded
NC_000962.3	812812	812975	IntergenicRegion_567_Rv0717-Rv0718	False	Rv0717	NotExcluded	Rv0718	NotExcluded
NC_000962.3	813374	813397	IntergenicRegion_568_Rv0718-Rv0719	False	Rv0718	NotExcluded	Rv0719	NotExcluded
NC_000962.3	813937	813939	IntergenicRegion_569_Rv0719-Rv0720	False	Rv0719	NotExcluded	Rv0720	NotExcluded
NC_000962.3	814308	814327	IntergenicRegion_570_Rv0720-Rv0721	False	Rv0720	NotExcluded	Rv0721	NotExcluded
NC_000962.3	814990	814992	IntergenicRegion_571_Rv0721-Rv0722	False	Rv0721	NotExcluded	Rv0722	NotExcluded
NC_000962.3	815630	815662	IntergenicRegion_572_Rv0723-Rv0724	False	Rv0723	NotExcluded	Rv0724	NotExcluded
NC_000962.3	818444	818536	IntergenicRegion_573_Rv0725c-Rv0726c	False	Rv0725c	NotExcluded	Rv0726c	NotExcluded
NC_000962.3	819640	819842	IntergenicRegion_574_Rv0726c-Rv0727c	False	Rv0726c	NotExcluded	Rv0727c	NotExcluded
NC_000962.3	821476	821506	IntergenicRegion_575_Rv0728c-Rv0729	False	Rv0728c	NotExcluded	Rv0729	NotExcluded
NC_000962.3	822853	822865	IntergenicRegion_576_Rv0729-Rv0730	False	Rv0729	NotExcluded	Rv0730	NotExcluded
NC_000962.3	823594	823682	IntergenicRegion_577_Rv0730-Rv0731c	False	Rv0730	NotExcluded	Rv0731c	NotExcluded
NC_000962.3	824639	824799	IntergenicRegion_578_Rv0731c-Rv0732	False	Rv0731c	NotExcluded	Rv0732	NotExcluded
NC_000962.3	826667	826669	IntergenicRegion_579_Rv0733-Rv0734	False	Rv0733	NotExcluded	Rv0734	NotExcluded
NC_000962.3	827470	827542	IntergenicRegion_580_Rv0734-Rv0735	False	Rv0734	NotExcluded	Rv0735	NotExcluded
NC_000962.3	828076	828139	IntergenicRegion_581_Rv0735-Rv0736	False	Rv0735	NotExcluded	Rv0736	NotExcluded
NC_000962.3	828892	829206	IntergenicRegion_582_Rv0736-Rv0737	False	Rv0736	NotExcluded	Rv0737	NotExcluded
NC_000962.3	829704	830061	IntergenicRegion_583_Rv0737-Rv0738	False	Rv0737	NotExcluded	Rv0738	NotExcluded
NC_000962.3	830610	830854	IntergenicRegion_584_Rv0738-Rv0739	False	Rv0738	NotExcluded	Rv0739	NotExcluded
NC_000962.3	831661	831775	IntergenicRegion_585_Rv0739-Rv0740	True	Rv0739	NotExcluded	Rv0740	Coscolla Repetitive Genes
NC_000962.3	832303	832533	IntergenicRegion_586_Rv0740-Rv0741	True	Rv0740	Coscolla Repetitive Genes	Rv0741	InsertionSeqs_And_Phages
NC_000962.3	832848	832980	IntergenicRegion_587_Rv0741-Rv0742	True	Rv0741	InsertionSeqs_And_Phages	Rv0742	PE/PPEs
NC_000962.3	833508	833885	IntergenicRegion_588_Rv0742-Rv0743c	True	Rv0742	PE/PPEs	Rv0743c	NotExcluded
NC_000962.3	834946	835153	IntergenicRegion_589_Rv0744c-Rv0745	False	Rv0744c	NotExcluded	Rv0745	NotExcluded
NC_000962.3	835681	835700	IntergenicRegion_590_Rv0745-Rv0746	True	Rv0745	NotExcluded	Rv0746	PE/PPEs
NC_000962.3	838052	838450	IntergenicRegion_591_Rv0746-Rv0747	True	Rv0746	PE/PPEs	Rv0747	PE/PPEs
NC_000962.3	840856	840946	IntergenicRegion_592_Rv0747-Rv0748	True	Rv0747	PE/PPEs	Rv0748	NotExcluded
NC_000962.3	841204	841227	IntergenicRegion_593_Rv0748-Rv0749	False	Rv0748	NotExcluded	Rv0749	NotExcluded
NC_000962.3	841656	841736	IntergenicRegion_594_Rv0749-Rv0749A	False	Rv0749	NotExcluded	Rv0749A	NotExcluded
NC_000962.3	841874	842032	IntergenicRegion_595_Rv0749A-Rv0750	True	Rv0749A	NotExcluded	Rv0750	Coscolla Repetitive Genes
NC_000962.3	842278	842346	IntergenicRegion_596_Rv0750-Rv0751c	True	Rv0750	Coscolla Repetitive Genes	Rv0751c	NotExcluded
NC_000962.3	843231	843241	IntergenicRegion_597_Rv0751c-Rv0752c	False	Rv0751c	NotExcluded	Rv0752c	NotExcluded
NC_000962.3	844414	844420	IntergenicRegion_598_Rv0752c-Rv0753c	False	Rv0752c	NotExcluded	Rv0753c	NotExcluded
NC_000962.3	845953	846158	IntergenicRegion_599_Rv0753c-Rv0754	True	Rv0753c	NotExcluded	Rv0754	PE/PPEs
NC_000962.3	847913	848102	IntergenicRegion_600_Rv0754-Rv0755c	True	Rv0754	PE/PPEs	Rv0755c	PE/PPEs
NC_000962.3	850040	850341	IntergenicRegion_601_Rv0755c-Rv0755A	True	Rv0755c	PE/PPEs	Rv0755A	InsertionSeqs_And_Phages
NC_000962.3	850527	850641	IntergenicRegion_602_Rv0755A-MTB000009	True	Rv0755A	InsertionSeqs_And_Phages	MTB000009	NotExcluded
NC_000962.3	850713	850740	IntergenicRegion_603_MTB000009-Rv0756c	False	MTB000009	NotExcluded	Rv0756c	NotExcluded
NC_000962.3	851466	851607	IntergenicRegion_604_Rv0756c-Rv0757	False	Rv0756c	NotExcluded	Rv0757	NotExcluded
NC_000962.3	852351	852395	IntergenicRegion_605_Rv0757-Rv0758	False	Rv0757	NotExcluded	Rv0758	NotExcluded
NC_000962.3	854157	854266	IntergenicRegion_606_Rv0759c-Rv0760c	False	Rv0759c	NotExcluded	Rv0760c	NotExcluded
NC_000962.3	854686	854698	IntergenicRegion_607_Rv0760c-Rv0761c	False	Rv0760c	NotExcluded	Rv0761c	NotExcluded
NC_000962.3	855826	855924	IntergenicRegion_608_Rv0761c-Rv0762c	False	Rv0761c	NotExcluded	Rv0762c	NotExcluded
NC_000962.3	856470	856472	IntergenicRegion_609_Rv0762c-Rv0763c	False	Rv0762c	NotExcluded	Rv0763c	NotExcluded
NC_000962.3	856679	856681	IntergenicRegion_610_Rv0763c-Rv0764c	False	Rv0763c	NotExcluded	Rv0764c	NotExcluded
NC_000962.3	860710	860911	IntergenicRegion_611_Rv0767c-Rv0768	False	Rv0767c	NotExcluded	Rv0768	NotExcluded
NC_000962.3	862381	862411	IntergenicRegion_612_Rv0768-Rv0769	False	Rv0768	NotExcluded	Rv0769	NotExcluded
NC_000962.3	863158	863255	IntergenicRegion_613_Rv0769-Rv0770	False	Rv0769	NotExcluded	Rv0770	NotExcluded
NC_000962.3	864574	864585	IntergenicRegion_614_Rv0771-Rv0772	False	Rv0771	NotExcluded	Rv0772	NotExcluded
NC_000962.3	867389	867439	IntergenicRegion_615_Rv0773c-Rv0774c	False	Rv0773c	NotExcluded	Rv0774c	NotExcluded
NC_000962.3	868351	868406	IntergenicRegion_616_Rv0774c-Rv0775	False	Rv0774c	NotExcluded	Rv0775	NotExcluded
NC_000962.3	869763	870007	IntergenicRegion_617_Rv0776c-Rv0777	False	Rv0776c	NotExcluded	Rv0777	NotExcluded
NC_000962.3	871426	871430	IntergenicRegion_618_Rv0777-Rv0778	False	Rv0777	NotExcluded	Rv0778	NotExcluded
NC_000962.3	873292	873342	IntergenicRegion_619_Rv0779c-Rv0780	False	Rv0779c	NotExcluded	Rv0780	NotExcluded
NC_000962.3	876390	876817	IntergenicRegion_620_Rv0782-Rv0783c	False	Rv0782	NotExcluded	Rv0783c	NotExcluded
NC_000962.3	878440	878637	IntergenicRegion_621_Rv0783c-Rv0784	False	Rv0783c	NotExcluded	Rv0784	NotExcluded
NC_000962.3	879324	879339	IntergenicRegion_622_Rv0784-Rv0785	False	Rv0784	NotExcluded	Rv0785	NotExcluded
NC_000962.3	881040	881074	IntergenicRegion_623_Rv0785-Rv0786c	False	Rv0785	NotExcluded	Rv0786c	NotExcluded
NC_000962.3	882418	882523	IntergenicRegion_624_Rv0787-Rv0787A	False	Rv0787	NotExcluded	Rv0787A	NotExcluded
NC_000962.3	883434	883450	IntergenicRegion_625_Rv0788-Rv0789c	False	Rv0788	NotExcluded	Rv0789c	NotExcluded
NC_000962.3	884050	884071	IntergenicRegion_626_Rv0789c-Rv0790c	False	Rv0789c	NotExcluded	Rv0790c	NotExcluded
NC_000962.3	886646	886718	IntergenicRegion_627_Rv0792c-Rv0793	False	Rv0792c	NotExcluded	Rv0793	NotExcluded
NC_000962.3	887024	887136	IntergenicRegion_628_Rv0793-Rv0794c	False	Rv0793	NotExcluded	Rv0794c	NotExcluded
NC_000962.3	888636	889071	IntergenicRegion_629_Rv0794c-Rv0795	True	Rv0794c	NotExcluded	Rv0795	InsertionSeqs_And_Phages
NC_000962.3	890333	890387	IntergenicRegion_630_Rv0796-Rv0797	True	Rv0796	InsertionSeqs_And_Phages	Rv0797	InsertionSeqs_And_Phages
NC_000962.3	893273	893317	IntergenicRegion_631_Rv0799c-Rv0800	False	Rv0799c	NotExcluded	Rv0800	NotExcluded
NC_000962.3	894619	894630	IntergenicRegion_632_Rv0800-Rv0801	False	Rv0800	NotExcluded	Rv0801	NotExcluded
NC_000962.3	895628	895819	IntergenicRegion_633_Rv0802c-Rv0803	False	Rv0802c	NotExcluded	Rv0803	NotExcluded
NC_000962.3	898710	898830	IntergenicRegion_634_Rv0804-Rv0805	False	Rv0804	NotExcluded	Rv0805	NotExcluded
NC_000962.3	901330	901634	IntergenicRegion_635_Rv0806c-Rv0807	False	Rv0806c	NotExcluded	Rv0807	NotExcluded
NC_000962.3	902024	902110	IntergenicRegion_636_Rv0807-Rv0808	False	Rv0807	NotExcluded	Rv0808	NotExcluded
NC_000962.3	903694	903724	IntergenicRegion_637_Rv0808-Rv0809	False	Rv0808	NotExcluded	Rv0809	NotExcluded
NC_000962.3	904819	904904	IntergenicRegion_638_Rv0809-Rv0810c	False	Rv0809	NotExcluded	Rv0810c	NotExcluded
NC_000962.3	905087	905233	IntergenicRegion_639_Rv0810c-Rv0811c	False	Rv0810c	NotExcluded	Rv0811c	NotExcluded
NC_000962.3	906340	906422	IntergenicRegion_640_Rv0811c-Rv0812	False	Rv0811c	NotExcluded	Rv0812	NotExcluded
NC_000962.3	907292	907337	IntergenicRegion_641_Rv0812-Rv0813c	False	Rv0812	NotExcluded	Rv0813c	NotExcluded
NC_000962.3	908018	908180	IntergenicRegion_642_Rv0813c-Rv0814c	True	Rv0813c	NotExcluded	Rv0814c	Coscolla Repetitive Genes
NC_000962.3	908483	908484	IntergenicRegion_643_Rv0814c-Rv0815c	True	Rv0814c	Coscolla Repetitive Genes	Rv0815c	NotExcluded
NC_000962.3	909318	909610	IntergenicRegion_644_Rv0815c-Rv0816c	False	Rv0815c	NotExcluded	Rv0816c	NotExcluded
NC_000962.3	910842	910971	IntergenicRegion_645_Rv0817c-Rv0818	False	Rv0817c	NotExcluded	Rv0818	NotExcluded
NC_000962.3	912683	912725	IntergenicRegion_646_Rv0819-Rv0820	False	Rv0819	NotExcluded	Rv0820	NotExcluded
NC_000962.3	913502	913557	IntergenicRegion_647_Rv0820-Rv0821c	False	Rv0820	NotExcluded	Rv0821c	NotExcluded
NC_000962.3	914199	914256	IntergenicRegion_648_Rv0821c-Rv0822c	False	Rv0821c	NotExcluded	Rv0822c	NotExcluded
NC_000962.3	916311	916476	IntergenicRegion_649_Rv0822c-Rv0823c	True	Rv0822c	NotExcluded	Rv0823c	Coscolla Repetitive Genes
NC_000962.3	917646	917733	IntergenicRegion_650_Rv0823c-Rv0824c	True	Rv0823c	Coscolla Repetitive Genes	Rv0824c	NotExcluded
NC_000962.3	918750	918911	IntergenicRegion_651_Rv0824c-Rv0825c	False	Rv0824c	NotExcluded	Rv0825c	NotExcluded
NC_000962.3	919553	919633	IntergenicRegion_652_Rv0825c-Rv0826	False	Rv0825c	NotExcluded	Rv0826	NotExcluded
NC_000962.3	920689	920740	IntergenicRegion_653_Rv0826-Rv0827c	False	Rv0826	NotExcluded	Rv0827c	NotExcluded
NC_000962.3	921133	921190	IntergenicRegion_654_Rv0827c-Rv0828c	False	Rv0827c	NotExcluded	Rv0828c	NotExcluded
NC_000962.3	921865	921969	IntergenicRegion_655_Rv0829-Rv0830	True	Rv0829	InsertionSeqs_And_Phages	Rv0830	NotExcluded
NC_000962.3	922875	922893	IntergenicRegion_656_Rv0830-Rv0831c	False	Rv0830	NotExcluded	Rv0831c	NotExcluded
NC_000962.3	923709	923802	IntergenicRegion_657_Rv0831c-MTB000010	False	Rv0831c	NotExcluded	MTB000010	NotExcluded
NC_000962.3	923875	923998	IntergenicRegion_658_MTB000010-MTB000011	False	MTB000010	NotExcluded	MTB000011	NotExcluded
NC_000962.3	924072	924109	IntergenicRegion_659_MTB000011-MTB000012	False	MTB000011	NotExcluded	MTB000012	NotExcluded
NC_000962.3	924183	924212	IntergenicRegion_660_MTB000012-MTB000013	False	MTB000012	NotExcluded	MTB000013	NotExcluded
NC_000962.3	924286	924950	IntergenicRegion_661_MTB000013-Rv0832	True	MTB000013	NotExcluded	Rv0832	PE/PPEs
NC_000962.3	927610	927836	IntergenicRegion_662_Rv0833-Rv0834c	True	Rv0833	PE/PPEs	Rv0834c	PE/PPEs
NC_000962.3	930485	930952	IntergenicRegion_663_Rv0834c-Rv0835	True	Rv0834c	PE/PPEs	Rv0835	NotExcluded
NC_000962.3	931597	932278	IntergenicRegion_664_Rv0835-Rv0836c	False	Rv0835	NotExcluded	Rv0836c	NotExcluded
NC_000962.3	932932	933002	IntergenicRegion_665_Rv0836c-Rv0837c	False	Rv0836c	NotExcluded	Rv0837c	NotExcluded
NC_000962.3	934031	934719	IntergenicRegion_666_Rv0837c-Rv0838	False	Rv0837c	NotExcluded	Rv0838	NotExcluded
NC_000962.3	935490	935576	IntergenicRegion_667_Rv0838-Rv0839	False	Rv0838	NotExcluded	Rv0839	NotExcluded
NC_000962.3	936389	936456	IntergenicRegion_668_Rv0839-Rv0840c	False	Rv0839	NotExcluded	Rv0840c	NotExcluded
NC_000962.3	937317	937592	IntergenicRegion_669_Rv0840c-Rv0841	False	Rv0840c	NotExcluded	Rv0841	NotExcluded
NC_000962.3	937835	938111	IntergenicRegion_670_Rv0841-Rv0842	False	Rv0841	NotExcluded	Rv0842	NotExcluded
NC_000962.3	940392	940455	IntergenicRegion_671_Rv0843-Rv0844c	False	Rv0843	NotExcluded	Rv0844c	NotExcluded
NC_000962.3	941106	941189	IntergenicRegion_672_Rv0844c-Rv0845	False	Rv0844c	NotExcluded	Rv0845	NotExcluded
NC_000962.3	942467	942679	IntergenicRegion_673_Rv0845-Rv0846c	False	Rv0845	NotExcluded	Rv0846c	NotExcluded
NC_000962.3	944194	944342	IntergenicRegion_674_Rv0846c-Rv0847	False	Rv0846c	NotExcluded	Rv0847	NotExcluded
NC_000962.3	944735	944937	IntergenicRegion_675_Rv0847-Rv0848	False	Rv0847	NotExcluded	Rv0848	NotExcluded
NC_000962.3	948468	948558	IntergenicRegion_676_Rv0851c-Rv0852	False	Rv0851c	NotExcluded	Rv0852	NotExcluded
NC_000962.3	949395	949435	IntergenicRegion_677_Rv0852-Rv0853c	False	Rv0852	NotExcluded	Rv0853c	NotExcluded
NC_000962.3	951118	951182	IntergenicRegion_678_Rv0853c-Rv0854	False	Rv0853c	NotExcluded	Rv0854	NotExcluded
NC_000962.3	951626	951631	IntergenicRegion_679_Rv0854-Rv0855	False	Rv0854	NotExcluded	Rv0855	NotExcluded
NC_000962.3	952711	952824	IntergenicRegion_680_Rv0855-Rv0856	False	Rv0855	NotExcluded	Rv0856	NotExcluded
NC_000962.3	953229	953256	IntergenicRegion_681_Rv0856-Rv0857	False	Rv0856	NotExcluded	Rv0857	NotExcluded
NC_000962.3	954920	955076	IntergenicRegion_682_Rv0858c-Rv0859	False	Rv0858c	NotExcluded	Rv0859	NotExcluded
NC_000962.3	956288	956292	IntergenicRegion_683_Rv0859-Rv0860	False	Rv0859	NotExcluded	Rv0860	NotExcluded
NC_000962.3	958455	958522	IntergenicRegion_684_Rv0860-Rv0861c	False	Rv0860	NotExcluded	Rv0861c	NotExcluded
NC_000962.3	960151	960341	IntergenicRegion_685_Rv0861c-Rv0862c	False	Rv0861c	NotExcluded	Rv0862c	NotExcluded
NC_000962.3	962880	962889	IntergenicRegion_686_Rv0863-Rv0864	False	Rv0863	NotExcluded	Rv0864	NotExcluded
NC_000962.3	964294	964311	IntergenicRegion_687_Rv0866-Rv0867c	True	Rv0866	NotExcluded	Rv0867c	Coscolla Repetitive Genes
NC_000962.3	965535	965982	IntergenicRegion_688_Rv0867c-Rv0868c	True	Rv0867c	Coscolla Repetitive Genes	Rv0868c	NotExcluded
NC_000962.3	966261	966264	IntergenicRegion_689_Rv0868c-Rv0869c	False	Rv0868c	NotExcluded	Rv0869c	NotExcluded
NC_000962.3	967733	967897	IntergenicRegion_690_Rv0870c-Rv0871	False	Rv0870c	NotExcluded	Rv0871	NotExcluded
NC_000962.3	968305	968423	IntergenicRegion_691_Rv0871-Rv0872c	True	Rv0871	NotExcluded	Rv0872c	PE/PPEs
NC_000962.3	970244	970504	IntergenicRegion_692_Rv0872c-Rv0873	True	Rv0872c	PE/PPEs	Rv0873	NotExcluded
NC_000962.3	972457	972545	IntergenicRegion_693_Rv0873-Rv0874c	False	Rv0873	NotExcluded	Rv0874c	NotExcluded
NC_000962.3	973706	973805	IntergenicRegion_694_Rv0874c-Rv0875c	False	Rv0874c	NotExcluded	Rv0875c	NotExcluded
NC_000962.3	975937	976074	IntergenicRegion_695_Rv0876c-Rv0877	False	Rv0876c	NotExcluded	Rv0877	NotExcluded
NC_000962.3	976863	976871	IntergenicRegion_696_Rv0877-Rv0878c	True	Rv0877	NotExcluded	Rv0878c	PE/PPEs
NC_000962.3	978203	978480	IntergenicRegion_697_Rv0878c-Rv0879c	True	Rv0878c	PE/PPEs	Rv0879c	NotExcluded
NC_000962.3	978756	978933	IntergenicRegion_698_Rv0879c-Rv0880	False	Rv0879c	NotExcluded	Rv0880	NotExcluded
NC_000962.3	981267	981423	IntergenicRegion_699_Rv0883c-Rv0884c	False	Rv0883c	NotExcluded	Rv0884c	NotExcluded
NC_000962.3	982554	982761	IntergenicRegion_700_Rv0884c-Rv0885	False	Rv0884c	NotExcluded	Rv0885	NotExcluded
NC_000962.3	983784	983802	IntergenicRegion_701_Rv0885-Rv0886	False	Rv0885	NotExcluded	Rv0886	NotExcluded
NC_000962.3	985971	987232	IntergenicRegion_702_Rv0887c-Rv0888	False	Rv0887c	NotExcluded	Rv0888	NotExcluded
NC_000962.3	988705	988739	IntergenicRegion_703_Rv0888-Rv0889c	False	Rv0888	NotExcluded	Rv0889c	NotExcluded
NC_000962.3	989861	989947	IntergenicRegion_704_Rv0889c-Rv0890c	False	Rv0889c	NotExcluded	Rv0890c	NotExcluded
NC_000962.3	992596	992597	IntergenicRegion_705_Rv0890c-Rv0891c	False	Rv0890c	NotExcluded	Rv0891c	NotExcluded
NC_000962.3	993455	993852	IntergenicRegion_706_Rv0891c-Rv0892	False	Rv0891c	NotExcluded	Rv0892	NotExcluded
NC_000962.3	996295	996523	IntergenicRegion_707_Rv0893c-Rv0894	False	Rv0893c	NotExcluded	Rv0894	NotExcluded
NC_000962.3	997705	997781	IntergenicRegion_708_Rv0894-Rv0895	False	Rv0894	NotExcluded	Rv0895	NotExcluded
NC_000962.3	999299	999471	IntergenicRegion_709_Rv0895-Rv0896	False	Rv0895	NotExcluded	Rv0896	NotExcluded
NC_000962.3	1000767	1000807	IntergenicRegion_710_Rv0896-Rv0897c	False	Rv0896	NotExcluded	Rv0897c	NotExcluded
NC_000962.3	1002415	1002440	IntergenicRegion_711_Rv0897c-Rv0898c	False	Rv0897c	NotExcluded	Rv0898c	NotExcluded
NC_000962.3	1002704	1002811	IntergenicRegion_712_Rv0898c-Rv0899	False	Rv0898c	NotExcluded	Rv0899	NotExcluded
NC_000962.3	1003792	1003804	IntergenicRegion_713_Rv0899-Rv0900	False	Rv0899	NotExcluded	Rv0900	NotExcluded
NC_000962.3	1004484	1004500	IntergenicRegion_714_Rv0901-Rv0902c	False	Rv0901	NotExcluded	Rv0902c	NotExcluded
NC_000962.3	1005841	1005851	IntergenicRegion_715_Rv0902c-Rv0903c	False	Rv0902c	NotExcluded	Rv0903c	NotExcluded
NC_000962.3	1006562	1006692	IntergenicRegion_716_Rv0903c-Rv0904c	False	Rv0903c	NotExcluded	Rv0904c	NotExcluded
NC_000962.3	1008180	1008206	IntergenicRegion_717_Rv0904c-Rv0905	False	Rv0904c	NotExcluded	Rv0905	NotExcluded
NC_000962.3	1008938	1008943	IntergenicRegion_718_Rv0905-Rv0906	False	Rv0905	NotExcluded	Rv0906	NotExcluded
NC_000962.3	1010062	1010135	IntergenicRegion_719_Rv0906-Rv0907	False	Rv0906	NotExcluded	Rv0907	NotExcluded
NC_000962.3	1014124	1014680	IntergenicRegion_720_Rv0908-Rv0909	False	Rv0908	NotExcluded	Rv0909	NotExcluded
NC_000962.3	1014860	1014865	IntergenicRegion_721_Rv0909-Rv0910	False	Rv0909	NotExcluded	Rv0910	NotExcluded
NC_000962.3	1015300	1015397	IntergenicRegion_722_Rv0910-Rv0911	False	Rv0910	NotExcluded	Rv0911	NotExcluded
NC_000962.3	1016171	1016235	IntergenicRegion_723_Rv0911-Rv0912	False	Rv0911	NotExcluded	Rv0912	NotExcluded
NC_000962.3	1016685	1017216	IntergenicRegion_724_Rv0912-Rv0913c	False	Rv0912	NotExcluded	Rv0913c	NotExcluded
NC_000962.3	1018725	1018726	IntergenicRegion_725_Rv0913c-Rv0914c	False	Rv0913c	NotExcluded	Rv0914c	NotExcluded
NC_000962.3	1019965	1020057	IntergenicRegion_726_Rv0914c-Rv0915c	True	Rv0914c	NotExcluded	Rv0915c	PE/PPEs
NC_000962.3	1021329	1021343	IntergenicRegion_727_Rv0915c-Rv0916c	True	Rv0915c	PE/PPEs	Rv0916c	PE/PPEs
