Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	1232826	1232843		IntergenicRegion_888_Rv1105-Rv1106c		Intergenic	Intergenic			Intergenic		False	Rv1105	NotExcluded	Rv1106c	NotExcluded	1.0	100.0	0.0	35.294117647058826	1.0	1.0	1.0	17
NC_000962.3	1233956	1233965		IntergenicRegion_889_Rv1106c-Rv1107c		Intergenic	Intergenic			Intergenic		False	Rv1106c	NotExcluded	Rv1107c	NotExcluded	1.0	100.0	0.0	55.55555555555556	1.0	1.0	1.0	9
NC_000962.3	1236095	1236184		IntergenicRegion_890_Rv1109c-Rv1110		Intergenic	Intergenic			Intergenic		False	Rv1109c	NotExcluded	Rv1110	NotExcluded	1.0	100.0	0.0	62.92134831460674	1.0	1.0	1.0	89
NC_000962.3	1237192	1237208		IntergenicRegion_891_Rv1110-Rv1111c		Intergenic	Intergenic			Intergenic		False	Rv1110	NotExcluded	Rv1111c	NotExcluded	1.0	100.0	0.0	68.75	1.0	1.0	1.0	16
NC_000962.3	1238192	1238254		IntergenicRegion_892_Rv1111c-Rv1112		Intergenic	Intergenic			Intergenic		False	Rv1111c	NotExcluded	Rv1112	NotExcluded	1.0	100.0	0.0	64.51612903225806	1.0	1.0	1.0	62
NC_000962.3	1239328	1239415		IntergenicRegion_893_Rv1112-Rv1113		Intergenic	Intergenic			Intergenic		False	Rv1112	NotExcluded	Rv1113	NotExcluded	1.0	100.0	0.0	56.32183908045977	1.0	1.0	1.0	87
NC_000962.3	1239984	1240186		IntergenicRegion_894_Rv1114-Rv1115		Intergenic	Intergenic			Intergenic		False	Rv1114	NotExcluded	Rv1115	NotExcluded	1.0	100.0	0.0	49.504950495049506	1.0	1.0	1.0	202
NC_000962.3	1240885	1241002		IntergenicRegion_895_Rv1115-Rv1116		Intergenic	Intergenic			Intergenic		False	Rv1115	NotExcluded	Rv1116	NotExcluded	1.0	100.0	0.0	52.99145299145299	1.0	1.0	1.0	117
NC_000962.3	1241390	1241632		IntergenicRegion_896_Rv1116A-Rv1117		Intergenic	Intergenic			Intergenic		False	Rv1116A	NotExcluded	Rv1117	NotExcluded	1.0	100.0	0.0	65.70247933884298	1.0	1.0	1.0	242
NC_000962.3	1241956	1241970		IntergenicRegion_897_Rv1117-Rv1118c		Intergenic	Intergenic			Intergenic		False	Rv1117	NotExcluded	Rv1118c	NotExcluded	1.0	100.0	0.0	85.71428571428571	1.0	1.0	1.0	14
NC_000962.3	1242831	1242863		IntergenicRegion_898_Rv1118c-Rv1119c		Intergenic	Intergenic			Intergenic		False	Rv1118c	NotExcluded	Rv1119c	NotExcluded	1.0	100.0	0.0	59.375	1.0	1.0	1.0	32
NC_000962.3	1243504	1243706		IntergenicRegion_899_Rv1120c-Rv1121		Intergenic	Intergenic			Intergenic		False	Rv1120c	NotExcluded	Rv1121	NotExcluded	1.0	100.0	0.0	68.81188118811882	1.0	1.0	1.0	202
NC_000962.3	1245107	1245128		IntergenicRegion_900_Rv1121-Rv1122		Intergenic	Intergenic			Intergenic		False	Rv1121	NotExcluded	Rv1122	NotExcluded	1.0	100.0	0.0	52.38095238095238	1.0	1.0	1.0	21
NC_000962.3	1247052	1247126		IntergenicRegion_901_Rv1123c-Rv1124		Intergenic	Intergenic			Intergenic		False	Rv1123c	NotExcluded	Rv1124	NotExcluded	1.0	100.0	0.0	63.513513513513516	1.0	1.0	1.0	74
NC_000962.3	1248077	1248081		IntergenicRegion_902_Rv1124-Rv1125		Intergenic	Intergenic			Intergenic		False	Rv1124	NotExcluded	Rv1125	NotExcluded	1.0	100.0	0.0	50.0	1.0	1.0	1.0	4
NC_000962.3	1249326	1249329		IntergenicRegion_903_Rv1125-Rv1126c		Intergenic	Intergenic			Intergenic		False	Rv1125	NotExcluded	Rv1126c	NotExcluded	1.0	100.0	0.0	0.0	1.0	1.0	1.0	3
NC_000962.3	1251404	1251616		IntergenicRegion_904_Rv1127c-Rv1128c		Intergenic	Intergenic			Intergenic		True	Rv1127c	NotExcluded	Rv1128c	InsertionSeqs_And_Phages	1.0	100.0	0.0	67.45283018867924	1.0	1.0	1.0	212
NC_000962.3	1252972	1253073		IntergenicRegion_905_Rv1128c-Rv1129c		Intergenic	Intergenic			Intergenic		True	Rv1128c	InsertionSeqs_And_Phages	Rv1129c	NotExcluded	1.0	100.0	0.0	54.45544554455446	1.0	1.0	1.0	101
NC_000962.3	1254534	1254554		IntergenicRegion_906_Rv1129c-Rv1130		Intergenic	Intergenic			Intergenic		False	Rv1129c	NotExcluded	Rv1130	NotExcluded	1.0	100.0	0.0	30.0	1.0	1.0	1.0	20
NC_000962.3	1257313	1257324		IntergenicRegion_907_Rv1131-Rv1132		Intergenic	Intergenic			Intergenic		False	Rv1131	NotExcluded	Rv1132	NotExcluded	1.0	100.0	0.0	54.54545454545455	1.0	1.0	1.0	11
NC_000962.3	1259055	1259066		IntergenicRegion_908_Rv1132-Rv1133c		Intergenic	Intergenic			Intergenic		False	Rv1132	NotExcluded	Rv1133c	NotExcluded	1.0	100.0	0.0	63.63636363636363	1.0	1.0	1.0	11
NC_000962.3	1261346	1261921		IntergenicRegion_909_Rv1133c-Rv1134		Intergenic	Intergenic			Intergenic		False	Rv1133c	NotExcluded	Rv1134	NotExcluded	1.0	100.0	0.0	67.30434782608695	1.0	1.0	1.0	575
NC_000962.3	1262158	1262271		IntergenicRegion_910_Rv1134-Rv1135c		Intergenic	Intergenic			Intergenic		True	Rv1134	NotExcluded	Rv1135c	PE/PPEs	1.0	100.0	0.0	71.68141592920354	1.0	1.0	1.0	113
NC_000962.3	1264128	1264313		IntergenicRegion_911_Rv1135c-Rv1135A		Intergenic	Intergenic			Intergenic		True	Rv1135c	PE/PPEs	Rv1135A	NotExcluded	1.0	100.0	0.0	69.1891891891892	1.0	1.0	1.0	185
NC_000962.3	1264556	1264605		IntergenicRegion_912_Rv1135A-Rv1136		Intergenic	Intergenic			Intergenic		False	Rv1135A	NotExcluded	Rv1136	NotExcluded	1.0	100.0	0.0	65.3061224489796	1.0	1.0	1.0	49
NC_000962.3	1264947	1265086		IntergenicRegion_913_Rv1136-Rv1137c		Intergenic	Intergenic			Intergenic		False	Rv1136	NotExcluded	Rv1137c	NotExcluded	1.0	100.0	0.0	69.7841726618705	1.0	1.0	1.0	139
NC_000962.3	1265455	1265471		IntergenicRegion_914_Rv1137c-Rv1138c		Intergenic	Intergenic			Intergenic		False	Rv1137c	NotExcluded	Rv1138c	NotExcluded	1.0	100.0	0.0	62.5	1.0	1.0	1.0	16
NC_000962.3	1266985	1267346		IntergenicRegion_915_Rv1139c-Rv1140		Intergenic	Intergenic			Intergenic		False	Rv1139c	NotExcluded	Rv1140	NotExcluded	1.0	100.0	0.0	64.81994459833795	0.9986149584487535	1.0	1.0	361
NC_000962.3	1268195	1268202		IntergenicRegion_916_Rv1140-Rv1141c		Intergenic	Intergenic			Intergenic		False	Rv1140	NotExcluded	Rv1141c	NotExcluded	1.0	100.0	0.0	85.71428571428571	1.0	1.0	1.0	7
NC_000962.3	1269009	1269151		IntergenicRegion_917_Rv1141c-Rv1142c		Intergenic	Intergenic			Intergenic		False	Rv1141c	NotExcluded	Rv1142c	NotExcluded	1.0	100.0	0.0	60.563380281690144	1.0	1.0	1.0	142
NC_000962.3	1269958	1270061		IntergenicRegion_918_Rv1142c-Rv1143		Intergenic	Intergenic			Intergenic		False	Rv1142c	NotExcluded	Rv1143	NotExcluded	1.0	100.0	0.0	58.25242718446602	1.0	1.0	1.0	103
NC_000962.3	1271144	1271155		IntergenicRegion_919_Rv1143-Rv1144		Intergenic	Intergenic			Intergenic		False	Rv1143	NotExcluded	Rv1144	NotExcluded	1.0	100.0	0.0	45.45454545454545	1.0	1.0	1.0	11
NC_000962.3	1271908	1272422		IntergenicRegion_920_Rv1144-Rv1145		Intergenic	Intergenic			Intergenic		False	Rv1144	NotExcluded	Rv1145	NotExcluded	0.9960008646779074	85.60311284046692	0.0	60.505836575875485	1.0	1.0	1.0	514
NC_000962.3	1273334	1273354		IntergenicRegion_921_Rv1145-Rv1146		Intergenic	Intergenic			Intergenic		False	Rv1145	NotExcluded	Rv1146	NotExcluded	1.0	100.0	0.0	70.0	1.0	1.0	1.0	20
NC_000962.3	1274767	1274899		IntergenicRegion_922_Rv1146-Rv1147		Intergenic	Intergenic			Intergenic		False	Rv1146	NotExcluded	Rv1147	NotExcluded	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	132
NC_000962.3	1275550	1276299		IntergenicRegion_923_Rv1147-Rv1148c		Intergenic	Intergenic			Intergenic		True	Rv1147	NotExcluded	Rv1148c	InsertionSeqs_And_Phages	0.9995920486574692	98.53137516688919	0.0	60.61415220293725	0.9406275033377837	0.9853137516688919	1.0	749
NC_000962.3	1277748	1277892		IntergenicRegion_924_Rv1148c-Rv1149		Intergenic	Intergenic			Intergenic		True	Rv1148c	InsertionSeqs_And_Phages	Rv1149	InsertionSeqs_And_Phages	0.8618827160493825	0.0	0.0	60.416666666666664	0.8871527777777778	0.9484374999999999	0.95875	144
NC_000962.3	1278820	1278903		IntergenicRegion_925_Rv1150-Rv1151c		Intergenic	Intergenic			Intergenic		True	Rv1150	InsertionSeqs_And_Phages	Rv1151c	NotExcluded	1.0	100.0	0.0	68.67469879518072	0.994578313253012	0.9972891566265061	0.9978313253012049	83
NC_000962.3	1279617	1279654		IntergenicRegion_926_Rv1151c-Rv1152		Intergenic	Intergenic			Intergenic		False	Rv1151c	NotExcluded	Rv1152	NotExcluded	1.0	100.0	0.0	48.648648648648646	1.0	1.0	1.0	37
NC_000962.3	1281872	1282305		IntergenicRegion_927_Rv1155-Rv1156		Intergenic	Intergenic			Intergenic		False	Rv1155	NotExcluded	Rv1156	NotExcluded	0.9972414677957403	90.06928406466513	0.0	68.36027713625866	0.9584295612009238	1.0	1.0	433
NC_000962.3	1282893	1283055		IntergenicRegion_928_Rv1156-Rv1157c		Intergenic	Intergenic			Intergenic		False	Rv1156	NotExcluded	Rv1157c	NotExcluded	1.0	100.0	0.0	62.34567901234568	1.0	1.0	1.0	162
NC_000962.3	1284171	1284178		IntergenicRegion_929_Rv1157c-Rv1158c		Intergenic	Intergenic			Intergenic		False	Rv1157c	NotExcluded	Rv1158c	NotExcluded	1.0	100.0	0.0	57.142857142857146	1.0	1.0	1.0	7
NC_000962.3	1284862	1284991		IntergenicRegion_930_Rv1158c-Rv1159		Intergenic	Intergenic			Intergenic		False	Rv1158c	NotExcluded	Rv1159	NotExcluded	1.0	100.0	0.0	56.58914728682171	1.0	1.0	1.0	129
NC_000962.3	1286568	1286594		IntergenicRegion_931_Rv1159A-Rv1160		Intergenic	Intergenic			Intergenic		False	Rv1159A	NotExcluded	Rv1160	NotExcluded	1.0	100.0	0.0	57.69230769230769	1.0	1.0	1.0	26
NC_000962.3	1287020	1287327		IntergenicRegion_932_Rv1160-Rv1161		Intergenic	Intergenic			Intergenic		False	Rv1160	NotExcluded	Rv1161	NotExcluded	1.0	100.0	0.0	64.82084690553746	1.0	1.0	1.0	307
NC_000962.3	1291026	1291064		IntergenicRegion_933_Rv1161-Rv1162		Intergenic	Intergenic			Intergenic		False	Rv1161	NotExcluded	Rv1162	NotExcluded	1.0	100.0	0.0	68.42105263157895	1.0	1.0	1.0	38
NC_000962.3	1292741	1292797		IntergenicRegion_934_Rv1162-Rv1163		Intergenic	Intergenic			Intergenic		False	Rv1162	NotExcluded	Rv1163	NotExcluded	1.0	100.0	0.0	62.5	1.0	1.0	1.0	56
NC_000962.3	1293403	1293405		IntergenicRegion_935_Rv1163-Rv1164		Intergenic	Intergenic			Intergenic		False	Rv1163	NotExcluded	Rv1164	NotExcluded	1.0	100.0	0.0	100.0	1.0	1.0	1.0	2
NC_000962.3	1294146	1294167		IntergenicRegion_936_Rv1164-Rv1165		Intergenic	Intergenic			Intergenic		False	Rv1164	NotExcluded	Rv1165	NotExcluded	1.0	100.0	0.0	52.38095238095238	1.0	1.0	1.0	21
NC_000962.3	1296054	1296151		IntergenicRegion_937_Rv1165-Rv1166		Intergenic	Intergenic			Intergenic		False	Rv1165	NotExcluded	Rv1166	NotExcluded	1.0	100.0	0.0	65.97938144329896	1.0	1.0	1.0	97
NC_000962.3	1298059	1298086		IntergenicRegion_938_Rv1166-Rv1167c		Intergenic	Intergenic			Intergenic		False	Rv1166	NotExcluded	Rv1167c	NotExcluded	1.0	100.0	0.0	74.07407407407408	1.0	1.0	1.0	27
NC_000962.3	1298692	1298763		IntergenicRegion_939_Rv1167c-Rv1168c		Intergenic	Intergenic			Intergenic		True	Rv1167c	NotExcluded	Rv1168c	PE/PPEs	1.0	100.0	0.0	60.563380281690144	1.0	1.0	1.0	71
NC_000962.3	1299804	1299821		IntergenicRegion_940_Rv1168c-Rv1169c		Intergenic	Intergenic			Intergenic		True	Rv1168c	PE/PPEs	Rv1169c	PE/PPEs	1.0	100.0	0.0	58.8235294117647	1.0	1.0	1.0	17
NC_000962.3	1300124	1300303		IntergenicRegion_941_Rv1169c-Rv1170		Intergenic	Intergenic			Intergenic		True	Rv1169c	PE/PPEs	Rv1170	NotExcluded	1.0	100.0	0.0	54.74860335195531	1.0	1.0	1.0	179
NC_000962.3	1301215	1301306		IntergenicRegion_942_Rv1170-Rv1171		Intergenic	Intergenic			Intergenic		False	Rv1170	NotExcluded	Rv1171	NotExcluded	1.0	100.0	0.0	64.83516483516483	1.0	1.0	1.0	91
NC_000962.3	1301747	1301754		IntergenicRegion_943_Rv1171-Rv1172c		Intergenic	Intergenic			Intergenic		True	Rv1171	NotExcluded	Rv1172c	PE/PPEs	1.0	100.0	0.0	57.142857142857146	1.0	1.0	1.0	7
NC_000962.3	1302681	1302930		IntergenicRegion_944_Rv1172c-Rv1173		Intergenic	Intergenic			Intergenic		True	Rv1172c	PE/PPEs	Rv1173	Coscolla Repetitive Genes	1.0	100.0	0.0	63.05220883534137	1.0	1.0	1.0	249
NC_000962.3	1305501	1305668		IntergenicRegion_945_Rv1173-Rv1174c		Intergenic	Intergenic			Intergenic		True	Rv1173	Coscolla Repetitive Genes	Rv1174c	NotExcluded	0.8843978709248171	29.94011976047904	0.0	76.04790419161677	0.6247105748502993	0.9181437125748502	1.0	167
NC_000962.3	1306001	1306201		IntergenicRegion_946_Rv1174c-Rv1175c		Intergenic	Intergenic			Intergenic		False	Rv1174c	NotExcluded	Rv1175c	NotExcluded	1.0	100.0	0.0	56.5	1.0	1.0	1.0	200
NC_000962.3	1308792	1309004		IntergenicRegion_947_Rv1176c-Rv1177		Intergenic	Intergenic			Intergenic		False	Rv1176c	NotExcluded	Rv1177	NotExcluded	1.0	100.0	0.0	57.075471698113205	1.0	1.0	1.0	212
NC_000962.3	1309331	1309363		IntergenicRegion_948_Rv1177-Rv1178		Intergenic	Intergenic			Intergenic		False	Rv1177	NotExcluded	Rv1178	NotExcluded	1.0	100.0	0.0	84.375	1.0	1.0	1.0	32
NC_000962.3	1310452	1310479		IntergenicRegion_949_Rv1178-Rv1179c		Intergenic	Intergenic			Intergenic		False	Rv1178	NotExcluded	Rv1179c	NotExcluded	1.0	100.0	0.0	70.37037037037037	1.0	1.0	1.0	27
NC_000962.3	1313299	1313724		IntergenicRegion_950_Rv1179c-Rv1180		Intergenic	Intergenic			Intergenic		False	Rv1179c	NotExcluded	Rv1180	NotExcluded	0.9927450980392157	87.05882352941177	0.0	56.23529411764706	1.0	1.0	1.0	425
NC_000962.3	1315191	1315233		IntergenicRegion_951_Rv1180-Rv1181		Intergenic	Intergenic			Intergenic		False	Rv1180	NotExcluded	Rv1181	NotExcluded	1.0	100.0	0.0	71.42857142857143	1.0	1.0	1.0	42
NC_000962.3	1319982	1320034		IntergenicRegion_952_Rv1181-Rv1182		Intergenic	Intergenic			Intergenic		False	Rv1181	NotExcluded	Rv1182	NotExcluded	1.0	100.0	0.0	63.46153846153846	1.0	1.0	1.0	52
NC_000962.3	1321453	1321519		IntergenicRegion_953_Rv1182-Rv1183		Intergenic	Intergenic			Intergenic		False	Rv1182	NotExcluded	Rv1183	NotExcluded	1.0	100.0	0.0	63.63636363636363	1.0	1.0	1.0	66
NC_000962.3	1324528	1324531		IntergenicRegion_954_Rv1183-Rv1184c		Intergenic	Intergenic			Intergenic		False	Rv1183	NotExcluded	Rv1184c	NotExcluded	1.0	100.0	0.0	33.333333333333336	1.0	1.0	1.0	3
NC_000962.3	1325611	1325775		IntergenicRegion_955_Rv1184c-Rv1185c		Intergenic	Intergenic			Intergenic		False	Rv1184c	NotExcluded	Rv1185c	NotExcluded	0.9796747967479674	26.82926829268293	0.0	56.707317073170735	1.0	1.0	1.0	164
NC_000962.3	1327512	1327688		IntergenicRegion_956_Rv1185c-Rv1186c		Intergenic	Intergenic			Intergenic		False	Rv1185c	NotExcluded	Rv1186c	NotExcluded	1.0	100.0	0.0	57.95454545454545	1.0	1.0	1.0	176
NC_000962.3	1329305	1329389		IntergenicRegion_957_Rv1186c-Rv1187		Intergenic	Intergenic			Intergenic		False	Rv1186c	NotExcluded	Rv1187	NotExcluded	1.0	100.0	0.0	58.333333333333336	1.0	1.0	1.0	84
NC_000962.3	1332010	1332091		IntergenicRegion_958_Rv1188-Rv1189		Intergenic	Intergenic			Intergenic		False	Rv1188	NotExcluded	Rv1189	NotExcluded	1.0	100.0	0.0	58.02469135802469	1.0	1.0	1.0	81
NC_000962.3	1332964	1332979		IntergenicRegion_959_Rv1189-Rv1190		Intergenic	Intergenic			Intergenic		False	Rv1189	NotExcluded	Rv1190	NotExcluded	1.0	100.0	0.0	46.666666666666664	1.0	1.0	1.0	15
NC_000962.3	1333858	1333930		IntergenicRegion_960_Rv1190-Rv1191		Intergenic	Intergenic			Intergenic		False	Rv1190	NotExcluded	Rv1191	NotExcluded	1.0	100.0	0.0	69.44444444444444	1.0	1.0	1.0	72
NC_000962.3	1334845	1334926		IntergenicRegion_961_Rv1191-Rv1192		Intergenic	Intergenic			Intergenic		False	Rv1191	NotExcluded	Rv1192	NotExcluded	1.0	100.0	0.0	59.25925925925926	1.0	1.0	1.0	81
NC_000962.3	1335754	1335793		IntergenicRegion_962_Rv1192-Rv1193		Intergenic	Intergenic			Intergenic		False	Rv1192	NotExcluded	Rv1193	NotExcluded	1.0	100.0	0.0	76.92307692307692	1.0	1.0	1.0	39
NC_000962.3	1337215	1337247		IntergenicRegion_963_Rv1193-Rv1194c		Intergenic	Intergenic			Intergenic		False	Rv1193	NotExcluded	Rv1194c	NotExcluded	1.0	100.0	0.0	56.25	1.0	1.0	1.0	32
NC_000962.3	1338513	1339002		IntergenicRegion_964_Rv1194c-Rv1195		Intergenic	Intergenic			Intergenic		True	Rv1194c	NotExcluded	Rv1195	PE/PPEs	0.9973301522381277	90.38854805725971	0.0	57.668711656441715	1.0	1.0	1.0	489
NC_000962.3	1339302	1339348		IntergenicRegion_965_Rv1195-Rv1196		Intergenic	Intergenic			Intergenic		True	Rv1195	PE/PPEs	Rv1196	PE/PPEs	1.0	100.0	0.0	54.34782608695652	0.9960144913043478	1.0	1.0	46
NC_000962.3	1340524	1340658		IntergenicRegion_966_Rv1196-Rv1197		Intergenic	Intergenic			Intergenic		True	Rv1196	PE/PPEs	Rv1197	Coscolla Repetitive Genes	0.9975124378109455	95.52238805970148	0.0	53.73134328358209	0.5056119328358208	0.5852686529850747	0.6286626835820895	134
NC_000962.3	1340955	1341005		IntergenicRegion_967_Rv1197-Rv1198		Intergenic	Intergenic			Intergenic		True	Rv1197	Coscolla Repetitive Genes	Rv1198	Coscolla Repetitive Genes	0.9933333333333333	76.0	0.0	52.0	0.498166666	0.5007333329999999	0.5365866664	50
NC_000962.3	1341290	1341357		IntergenicRegion_968_Rv1198-Rv1199c		Intergenic	Intergenic			Intergenic		True	Rv1198	Coscolla Repetitive Genes	Rv1199c	InsertionSeqs_And_Phages	1.0	100.0	0.0	62.6865671641791	0.47808457164179113	0.7189825834328358	0.7753970120597015	67
NC_000962.3	1342605	1342941		IntergenicRegion_969_Rv1199c-Rv1200		Intergenic	Intergenic			Intergenic		True	Rv1199c	InsertionSeqs_And_Phages	Rv1200	NotExcluded	0.9677579365079364	67.26190476190477	0.0	59.226190476190474	0.7297620104166667	0.7917659538690477	0.822767925595238	336
NC_000962.3	1345169	1345259		IntergenicRegion_970_Rv1201c-Rv1202		Intergenic	Intergenic			Intergenic		False	Rv1201c	NotExcluded	Rv1202	NotExcluded	1.0	100.0	0.0	55.55555555555556	1.0	1.0	1.0	90
NC_000962.3	1346905	1346935		IntergenicRegion_971_Rv1203c-Rv1204c		Intergenic	Intergenic			Intergenic		False	Rv1203c	NotExcluded	Rv1204c	NotExcluded	1.0	100.0	0.0	63.333333333333336	1.0	1.0	1.0	30
NC_000962.3	1348624	1348718		IntergenicRegion_972_Rv1204c-Rv1205		Intergenic	Intergenic			Intergenic		False	Rv1204c	NotExcluded	Rv1205	NotExcluded	1.0	100.0	0.0	56.38297872340426	1.0	1.0	1.0	94
NC_000962.3	1349282	1349331		IntergenicRegion_973_Rv1205-Rv1206		Intergenic	Intergenic			Intergenic		False	Rv1205	NotExcluded	Rv1206	NotExcluded	1.0	100.0	0.0	48.97959183673469	1.0	1.0	1.0	49
NC_000962.3	1351125	1351190		IntergenicRegion_974_Rv1206-Rv1207		Intergenic	Intergenic			Intergenic		False	Rv1206	NotExcluded	Rv1207	NotExcluded	1.0	100.0	0.0	63.07692307692308	1.0	1.0	1.0	65
NC_000962.3	1353118	1353156		IntergenicRegion_975_Rv1208-Rv1209		Intergenic	Intergenic			Intergenic		False	Rv1208	NotExcluded	Rv1209	NotExcluded	1.0	100.0	0.0	65.78947368421052	1.0	1.0	1.0	38
NC_000962.3	1354136	1354242		IntergenicRegion_976_Rv1210-Rv1211		Intergenic	Intergenic			Intergenic		False	Rv1210	NotExcluded	Rv1211	NotExcluded	1.0	100.0	0.0	55.660377358490564	1.0	1.0	1.0	106
NC_000962.3	1354470	1354497		IntergenicRegion_977_Rv1211-Rv1212c		Intergenic	Intergenic			Intergenic		False	Rv1211	NotExcluded	Rv1212c	NotExcluded	1.0	100.0	0.0	70.37037037037037	1.0	1.0	1.0	27
NC_000962.3	1355661	1355835		IntergenicRegion_978_Rv1212c-Rv1213		Intergenic	Intergenic			Intergenic		False	Rv1212c	NotExcluded	Rv1213	NotExcluded	1.0	100.0	0.0	70.6896551724138	1.0	1.0	1.0	174
NC_000962.3	1357050	1357292		IntergenicRegion_979_Rv1213-Rv1214c		Intergenic	Intergenic			Intergenic		True	Rv1213	NotExcluded	Rv1214c	PE/PPEs	0.9901285583103764	64.46280991735537	0.0	76.44628099173553	0.9304407644628098	1.0	1.0	242
NC_000962.3	1357625	1357758		IntergenicRegion_980_Rv1214c-Rv1215c		Intergenic	Intergenic			Intergenic		True	Rv1214c	PE/PPEs	Rv1215c	NotExcluded	1.0	100.0	0.0	68.42105263157895	1.0	1.0	1.0	133
NC_000962.3	1359444	1359471		IntergenicRegion_981_Rv1215c-Rv1216c		Intergenic	Intergenic			Intergenic		False	Rv1215c	NotExcluded	Rv1216c	NotExcluded	1.0	100.0	0.0	55.55555555555556	1.0	1.0	1.0	27
NC_000962.3	1360146	1360154		IntergenicRegion_982_Rv1216c-Rv1217c		Intergenic	Intergenic			Intergenic		False	Rv1216c	NotExcluded	Rv1217c	NotExcluded	1.0	100.0	0.0	75.0	1.0	1.0	1.0	8
NC_000962.3	1363361	1363502		IntergenicRegion_983_Rv1219c-Rv1220c		Intergenic	Intergenic			Intergenic		False	Rv1219c	NotExcluded	Rv1220c	NotExcluded	0.9848305752561072	75.177304964539	0.0	58.156028368794324	1.0	1.0	1.0	141
NC_000962.3	1364150	1364412		IntergenicRegion_984_Rv1220c-Rv1221		Intergenic	Intergenic			Intergenic		False	Rv1220c	NotExcluded	Rv1221	NotExcluded	1.0	100.0	0.0	63.3587786259542	1.0	1.0	1.0	262
NC_000962.3	1365186	1365343		IntergenicRegion_985_Rv1221-Rv1222		Intergenic	Intergenic			Intergenic		False	Rv1221	NotExcluded	Rv1222	NotExcluded	1.0	100.0	0.0	64.3312101910828	1.0	1.0	1.0	157
NC_000962.3	1365808	1365874		IntergenicRegion_986_Rv1222-Rv1223		Intergenic	Intergenic			Intergenic		False	Rv1222	NotExcluded	Rv1223	NotExcluded	0.9886363636363636	59.09090909090909	0.0	66.66666666666667	1.0	1.0	1.0	66
NC_000962.3	1367461	1367462		IntergenicRegion_987_Rv1223-Rv1224		Intergenic	Intergenic			Intergenic		False	Rv1223	NotExcluded	Rv1224	NotExcluded	1.0	100.0	0.0	0.0	1.0	1.0	1.0	1
NC_000962.3	1367858	1367890		IntergenicRegion_988_Rv1224-Rv1225c		Intergenic	Intergenic			Intergenic		False	Rv1224	NotExcluded	Rv1225c	NotExcluded	1.0	100.0	0.0	81.25	1.0	1.0	1.0	32
NC_000962.3	1368721	1368831		IntergenicRegion_989_Rv1225c-Rv1226c		Intergenic	Intergenic			Intergenic		False	Rv1225c	NotExcluded	Rv1226c	NotExcluded	1.0	100.0	0.0	58.18181818181818	1.0	1.0	1.0	110
NC_000962.3	1370825	1370919		IntergenicRegion_990_Rv1227c-Rv1228		Intergenic	Intergenic			Intergenic		False	Rv1227c	NotExcluded	Rv1228	NotExcluded	1.0	100.0	0.0	61.702127659574465	1.0	1.0	1.0	94
NC_000962.3	1371477	1371776		IntergenicRegion_991_Rv1228-Rv1229c		Intergenic	Intergenic			Intergenic		False	Rv1228	NotExcluded	Rv1229c	NotExcluded	1.0	100.0	0.0	58.52842809364549	1.0	1.0	1.0	299
NC_000962.3	1372949	1372961		IntergenicRegion_992_Rv1229c-Rv1230c		Intergenic	Intergenic			Intergenic		False	Rv1229c	NotExcluded	Rv1230c	NotExcluded	1.0	100.0	0.0	75.0	1.0	1.0	1.0	12
NC_000962.3	1374197	1374321		IntergenicRegion_993_Rv1230c-Rv1231c		Intergenic	Intergenic			Intergenic		False	Rv1230c	NotExcluded	Rv1231c	NotExcluded	1.0	100.0	0.0	50.0	1.0	1.0	1.0	124
NC_000962.3	1376168	1376229		IntergenicRegion_994_Rv1232c-Rv1233c		Intergenic	Intergenic			Intergenic		False	Rv1232c	NotExcluded	Rv1233c	NotExcluded	1.0	100.0	0.0	59.01639344262295	1.0	1.0	1.0	61
NC_000962.3	1376826	1376975		IntergenicRegion_995_Rv1233c-Rv1234		Intergenic	Intergenic			Intergenic		False	Rv1233c	NotExcluded	Rv1234	NotExcluded	1.0	100.0	0.0	61.07382550335571	1.0	1.0	1.0	149
NC_000962.3	1377503	1377523		IntergenicRegion_996_Rv1234-Rv1235		Intergenic	Intergenic			Intergenic		False	Rv1234	NotExcluded	Rv1235	NotExcluded	1.0	100.0	0.0	60.0	1.0	1.0	1.0	20
NC_000962.3	1379850	1379854		IntergenicRegion_997_Rv1236-Rv1237		Intergenic	Intergenic			Intergenic		False	Rv1236	NotExcluded	Rv1237	NotExcluded	1.0	100.0	0.0	75.0	1.0	1.0	1.0	4
NC_000962.3	1380679	1380683		IntergenicRegion_998_Rv1237-Rv1238		Intergenic	Intergenic			Intergenic		False	Rv1237	NotExcluded	Rv1238	NotExcluded	1.0	100.0	0.0	100.0	1.0	1.0	1.0	4
