Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	970504	972457	+	Rv0873	fadE10	CDS	NotExcluded	None	Probable acyl-CoA dehydrogenase FadE10	lipid metabolism	No	0.9953774819366217	83.3589349718382	0.0	63.031233998975935	1.0	1.0	1.0	1953
NC_000962.3	972545	973706	-	Rv0874c	Rv0874c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	70.45650301464255	0.97114556416882	1.0	1.0	1161
NC_000962.3	973805	974294	-	Rv0875c	Rv0875c	CDS	NotExcluded	None	Possible conserved exported protein	cell wall and cell processes	No	1.0	100.0	0.0	64.82617586912066	1.0	1.0	1.0	489
NC_000962.3	974290	975937	-	Rv0876c	Rv0876c	CDS	NotExcluded	None	Possible conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	65.87735276259866	1.0	1.0	1.0	1647
NC_000962.3	976074	976863	+	Rv0877	Rv0877	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	67.55386565272497	1.0	1.0	1.0	789
NC_000962.3	976871	978203	-	Rv0878c	PPE13	CDS	PE/PPEs	PPE_SL-5_PPE-MPTR	PPE family protein PPE13	PE/PPE	No	0.9955789122455789	89.7897897897898	0.0	64.41441441441441	0.9962462462462462	1.0	1.0	1332
NC_000962.3	978480	978756	-	Rv0879c	Rv0879c	CDS	NotExcluded	None	Possible conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	67.7536231884058	1.0	1.0	1.0	276
NC_000962.3	978933	979365	+	Rv0880	Rv0880	CDS	NotExcluded	None	Possible transcriptional regulatory protein (possibly MarR-family)	regulatory proteins	No	1.0	100.0	0.0	66.89814814814815	1.0	1.0	1.0	432
NC_000962.3	979361	980228	+	Rv0881	Rv0881	CDS	NotExcluded	None	Possible rRNA methyltransferase (rRNA methylase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.32064590542099	1.0	1.0	1.0	867
NC_000962.3	980224	980509	+	Rv0882	Rv0882	CDS	NotExcluded	None	Probable transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	70.17543859649123	1.0	1.0	1.0	285
NC_000962.3	980505	981267	-	Rv0883c	Rv0883c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	68.63517060367454	1.0	1.0	1.0	762
NC_000962.3	981423	982554	-	Rv0884c	serC	CDS	NotExcluded	None	Possible phosphoserine aminotransferase SerC (PSAT)	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.78249336870026	1.0	1.0	1.0	1131
NC_000962.3	982761	983784	+	Rv0885	Rv0885	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	63.44086021505376	1.0	1.0	1.0	1023
NC_000962.3	983802	985530	+	Rv0886	fprB	CDS	NotExcluded	None	Probable NADPH:adrenodoxin oxidoreductase FprB (adrenodoxin reductase) (AR) (ferredoxin-NADP(+) reductase)	intermediary metabolism and respiration	No	0.9995338220164608	98.32175925925925	0.0	67.76620370370371	1.0	1.0	1.0	1728
NC_000962.3	985512	985971	-	Rv0887c	Rv0887c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.05228758169935	1.0	1.0	1.0	459
NC_000962.3	987232	988705	+	Rv0888	Rv0888	CDS	NotExcluded	None	Probable exported protein	cell wall and cell processes	No	1.0	100.0	0.0	63.204344874405976	1.0	1.0	1.0	1473
NC_000962.3	988739	989861	-	Rv0889c	citA	CDS	NotExcluded	None	Probable citrate synthase II CitA	intermediary metabolism and respiration	No	0.9987868884927709	95.63279857397504	0.0	68.62745098039215	1.0	1.0	1.0	1122
NC_000962.3	989947	992596	-	Rv0890c	Rv0890c	CDS	NotExcluded	None	Probable transcriptional regulatory protein (probably LuxR-family)	regulatory proteins	No	1.0	100.0	0.0	64.74141185352963	1.0	1.0	1.0	2649
NC_000962.3	992597	993455	-	Rv0891c	Rv0891c	CDS	NotExcluded	None	Possible transcriptional regulatory protein	regulatory proteins	No	1.0	100.0	0.0	60.023310023310025	1.0	1.0	1.0	858
NC_000962.3	993852	995340	+	Rv0892	Rv0892	CDS	NotExcluded	None	Probable monooxygenase	intermediary metabolism and respiration	No	1.0	100.0	0.0	58.736559139784944	1.0	1.0	1.0	1488
NC_000962.3	995317	996295	-	Rv0893c	Rv0893c	CDS	NotExcluded	None	Possible S-adenosylmethionine-dependent methyltransferase	lipid metabolism	No	0.99715973642354	89.77505112474438	0.0	60.63394683026585	0.9933537832310838	1.0	1.0	978
NC_000962.3	996523	997705	+	Rv0894	Rv0894	CDS	NotExcluded	None	Possible transcriptional regulatory protein (possibly LuxR-family)	regulatory proteins	No	1.0	100.0	0.0	60.74450084602369	1.0	1.0	1.0	1182
NC_000962.3	997781	999299	+	Rv0895	Rv0895	CDS	NotExcluded	None	Possible triacylglycerol synthase (diacylglycerol acyltransferase)	lipid metabolism	No	0.9998170106865759	99.34123847167325	0.0	67.25955204216073	1.0	1.0	1.0	1518
NC_000962.3	999471	1000767	+	Rv0896	gltA2	CDS	NotExcluded	None	Probable citrate synthase I GltA2	intermediary metabolism and respiration	No	0.9951774691358025	95.06172839506173	0.0	62.42283950617284	1.0	1.0	1.0	1296
NC_000962.3	1000807	1002415	-	Rv0897c	Rv0897c	CDS	NotExcluded	None	Probable oxidoreductase	intermediary metabolism and respiration	No	0.9989980652294085	96.39303482587064	0.0	68.28358208955224	1.0	1.0	1.0	1608
NC_000962.3	1002440	1002704	-	Rv0898c	Rv0898c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	66.28787878787878	1.0	1.0	1.0	264
NC_000962.3	1002811	1003792	+	Rv0899	ompA	CDS	NotExcluded	None	Outer membrane protein A OmpA	cell wall and cell processes	No	0.9994053686714237	97.85932721712538	0.0	60.75433231396534	1.0	1.0	1.0	981
NC_000962.3	1003804	1003957	+	Rv0900	Rv0900	CDS	NotExcluded	None	Possible membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	63.39869281045752	1.0	1.0	1.0	153
NC_000962.3	1003956	1004484	+	Rv0901	Rv0901	CDS	NotExcluded	None	Possible conserved exported or membrane protein	cell wall and cell processes	No	0.9988425925925927	95.83333333333334	0.0	67.42424242424242	1.0	1.0	1.0	528
NC_000962.3	1004500	1005841	-	Rv0902c	prrB	CDS	NotExcluded	None	Two component sensor histidine kinase PrrB	regulatory proteins	No	1.0	100.0	0.0	68.530947054437	1.0	1.0	1.0	1341
NC_000962.3	1005851	1006562	-	Rv0903c	prrA	CDS	NotExcluded	None	Two component response transcriptional regulatory protein PrrA	regulatory proteins	No	1.0	100.0	0.0	66.80731364275668	1.0	1.0	1.0	711
NC_000962.3	1006692	1008180	-	Rv0904c	accD3	CDS	NotExcluded	None	Putative acetyl-coenzyme A carboxylase carboxyl transferase (subunit beta) AccD3 (accase beta chain)	lipid metabolism	No	0.9987492532855436	95.49731182795699	0.0	69.42204301075269	1.0	1.0	1.0	1488
NC_000962.3	1008206	1008938	+	Rv0905	echA6	CDS	NotExcluded	None	Possible enoyl-CoA hydratase EchA6 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	lipid metabolism	No	1.0	100.0	0.0	64.75409836065573	1.0	1.0	1.0	732
NC_000962.3	1008943	1010062	+	Rv0906	Rv0906	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9998014099890776	99.28507596067918	0.0	68.45397676496871	1.0	1.0	1.0	1119
NC_000962.3	1010135	1011734	+	Rv0907	Rv0907	CDS	NotExcluded	None	Conserved protein	cell wall and cell processes	No	1.0	100.0	0.0	63.41463414634146	1.0	1.0	1.0	1599
NC_000962.3	1011730	1014124	+	Rv0908	ctpE	CDS	NotExcluded	None	Probable metal cation transporter ATPase P-type CtpE	cell wall and cell processes	No	1.0	100.0	0.0	63.53383458646616	1.0	1.0	1.0	2394
NC_000962.3	1014680	1014860	+	Rv0909	Rv0909	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9850308641975308	46.111111111111114	0.0	56.666666666666664	1.0	1.0	1.0	180
NC_000962.3	1014865	1015300	+	Rv0910	Rv0910	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9991698595146872	97.01149425287356	0.0	62.06896551724138	1.0	1.0	1.0	435
NC_000962.3	1015397	1016171	+	Rv0911	Rv0911	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	0.9997846683893195	99.2248062015504	0.0	63.43669250645995	1.0	1.0	1.0	774
NC_000962.3	1016235	1016685	+	Rv0912	Rv0912	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No	1.0	100.0	0.0	67.55555555555556	1.0	1.0	1.0	450
NC_000962.3	1017216	1018725	-	Rv0913c	Rv0913c	CDS	NotExcluded	None	Possible dioxygenase	intermediary metabolism and respiration	No	0.997606950887269	91.38502319416833	0.0	60.9012591119947	1.0	1.0	1.0	1509
NC_000962.3	1018726	1019965	-	Rv0914c	Rv0914c	CDS	NotExcluded	None	Possible lipid carrier protein or keto acyl-CoA thiolase	lipid metabolism	No	1.0	100.0	0.0	67.2316384180791	1.0	1.0	1.0	1239
NC_000962.3	1020057	1021329	-	Rv0915c	PPE14	CDS	PE/PPEs	PPE_SL-4_PPE-SVP	PPE family protein PPE14	PE/PPE	No	1.0	100.0	0.0	69.49685534591195	1.0	1.0	1.0	1272
NC_000962.3	1021343	1021643	-	Rv0916c	PE7	CDS	PE/PPEs	PE_IV_	PE family protein PE7	PE/PPE	No	1.0	100.0	0.0	66.33333333333333	1.0	1.0	1.0	300
NC_000962.3	1022086	1023868	+	Rv0917	betP	CDS	NotExcluded	None	Possible glycine betaine transport integral membrane protein BetP	cell wall and cell processes	No	1.0	100.0	0.0	61.560044893378226	1.0	1.0	1.0	1782
NC_000962.3	1024210	1024687	+	Rv0918	Rv0918	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	66.45702306079664	1.0	1.0	1.0	477
NC_000962.3	1024683	1025184	+	Rv0919	Rv0919	CDS	NotExcluded	None	GCN5-related N-acetyltransferase	intermediary metabolism and respiration	No	1.0	100.0	0.0	63.27345309381238	1.0	1.0	1.0	501
NC_000962.3	1025320	1025393	-	MTB000014	argT	tRNA	NotExcluded	None	tRNA-Arg (CCT)	stable RNAs	No	1.0	100.0	0.0	64.38356164383562	1.0	1.0	1.0	73
NC_000962.3	1025496	1026816	-	Rv0920c	Rv0920c	CDS	InsertionSeqs_And_Phages	None	Probable transposase	insertion seqs and phages	No	0.993013468013468	92.1969696969697	0.0	63.484848484848484	1.0	1.0	1.0	1320
NC_000962.3	1027103	1027685	+	Rv0921	Rv0921	CDS	InsertionSeqs_And_Phages	None	Possible resolvase	insertion seqs and phages	No	0.9995227185948835	98.28178694158075	0.0	67.35395189003437	1.0	1.0	1.0	582
NC_000962.3	1027684	1029337	+	Rv0922	Rv0922	CDS	InsertionSeqs_And_Phages	None	Possible transposase	insertion seqs and phages	No	1.0	100.0	0.0	67.27162734422262	1.0	1.0	1.0	1653
NC_000962.3	1029512	1030577	-	Rv0923c	Rv0923c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	68.92018779342723	1.0	1.0	1.0	1065
NC_000962.3	1030577	1031864	-	Rv0924c	mntH	CDS	NotExcluded	None	Divalent cation-transport integral membrane protein MntH (BRAMP) (MRAMP)	cell wall and cell processes	No	0.9997841664508331	99.22299922299922	0.0	65.34576534576534	1.0	1.0	1.0	1287
NC_000962.3	1031895	1032633	-	Rv0925c	Rv0925c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	63.143631436314365	1.0	1.0	1.0	738
NC_000962.3	1032709	1033786	-	Rv0926c	Rv0926c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.53110492107706	1.0	1.0	1.0	1077
NC_000962.3	1033839	1034631	-	Rv0927c	Rv0927c	CDS	NotExcluded	None	Probable short-chain type dehydrogenase/reductase	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.55050505050505	1.0	1.0	1.0	792
NC_000962.3	1034902	1036015	+	Rv0928	pstS3	CDS	NotExcluded	None	Periplasmic phosphate-binding lipoprotein PstS3 (PBP-3) (PstS3) (PHOS1)	cell wall and cell processes	No	1.0	100.0	0.0	62.44384546271339	1.0	1.0	1.0	1113
NC_000962.3	1036027	1037002	+	Rv0929	pstC2	CDS	NotExcluded	None	Phosphate-transport integral membrane ABC transporter PstC2	cell wall and cell processes	No	0.9992592592592593	97.33333333333334	0.0	63.282051282051285	1.0	1.0	1.0	975
NC_000962.3	1036998	1037925	+	Rv0930	pstA1	CDS	NotExcluded	None	Probable phosphate-transport integral membrane ABC transporter PstA1	cell wall and cell processes	No	1.0	100.0	0.0	63.21467098166127	1.0	1.0	1.0	927
NC_000962.3	1037919	1039914	-	Rv0931c	pknD	CDS	NotExcluded	None	Transmembrane serine/threonine-protein kinase D PknD (protein kinase D) (STPK D)	regulatory proteins	No	1.0	100.0	0.0	65.21303258145363	1.0	1.0	1.0	1995
NC_000962.3	1039935	1041048	-	Rv0932c	pstS2	CDS	NotExcluded	None	Periplasmic phosphate-binding lipoprotein PstS2 (PBP-2) (PstS2)	cell wall and cell processes	No	1.0	100.0	0.0	61.36567834681042	1.0	1.0	1.0	1113
NC_000962.3	1041263	1042094	+	Rv0933	pstB	CDS	NotExcluded	None	Phosphate-transport ATP-binding protein ABC transporter PstB	cell wall and cell processes	No	1.0	100.0	0.0	63.05655836341757	1.0	1.0	1.0	831
NC_000962.3	1042114	1043239	+	Rv0934	pstS1	CDS	NotExcluded	None	Periplasmic phosphate-binding lipoprotein PstS1 (PBP-1) (PstS1)	cell wall and cell processes	No	0.9991358024691358	97.15555555555555	0.0	64.44444444444444	1.0	1.0	1.0	1125
NC_000962.3	1043298	1044315	+	Rv0935	pstC1	CDS	NotExcluded	None	Phosphate-transport integral membrane ABC transporter PstC1	cell wall and cell processes	No	1.0	100.0	0.0	65.38839724680433	1.0	1.0	1.0	1017
NC_000962.3	1044316	1045222	+	Rv0936	pstA2	CDS	NotExcluded	None	Phosphate-transport integral membrane ABC transporter PstA2	cell wall and cell processes	No	1.0	100.0	0.0	63.0242825607064	1.0	1.0	1.0	906
NC_000962.3	1045198	1046020	-	Rv0937c	mku	CDS	NotExcluded	None	DNA end-binding protein, Mku	information pathways	No	1.0	100.0	0.0	61.92214111922141	1.0	1.0	1.0	822
NC_000962.3	1046135	1048415	+	Rv0938	ligD	CDS	NotExcluded	None	ATP dependent DNA ligase LigD (ATP dependent polydeoxyribonucleotide synthase) (thermostable DNA ligase) (ATP dependent polynucleotide ligase) (sealase) (DNA repair enzyme) (DNA joinase)	information pathways	No	1.0	100.0	0.0	65.5701754385965	1.0	1.0	1.0	2280
NC_000962.3	1048411	1050346	+	Rv0939	Rv0939	CDS	NotExcluded	None	Possible bifunctional enzyme: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) + cyclase/dehydrase	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.18346253229974	1.0	1.0	1.0	1935
NC_000962.3	1050592	1051459	-	Rv0940c	Rv0940c	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No	1.0	100.0	0.0	62.745098039215684	1.0	1.0	1.0	867
NC_000962.3	1051543	1052317	-	Rv0941c	Rv0941c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	64.98708010335918	1.0	1.0	1.0	774
NC_000962.3	1052359	1052638	+	Rv0942	Rv0942	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	60.57347670250896	1.0	1.0	1.0	279
NC_000962.3	1052695	1053736	-	Rv0943c	Rv0943c	CDS	NotExcluded	None	Probable monooxygenase	intermediary metabolism and respiration	No	1.0	100.0	0.0	67.81940441882804	1.0	1.0	1.0	1041
NC_000962.3	1053764	1054241	+	Rv0944	Rv0944	CDS	NotExcluded	None	Possible formamidopyrimidine-DNA glycosylase (FAPY-DNA glycosylase)	information pathways	No	1.0	100.0	0.0	66.45702306079664	1.0	1.0	1.0	477
NC_000962.3	1054246	1055008	+	Rv0945	Rv0945	CDS	NotExcluded	None	Probable short-chain type dehydrogenase/reductase	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.61679790026247	1.0	1.0	1.0	762
NC_000962.3	1055023	1056685	-	Rv0946c	pgi	CDS	NotExcluded	None	Probable glucose-6-phosphate isomerase Pgi (GPI) (phosphoglucose isomerase) (phosphohexose isomerase) (phi)	intermediary metabolism and respiration	No	1.0	100.0	0.0	64.32009626955475	1.0	1.0	1.0	1662
NC_000962.3	1057299	1057530	-	Rv0947c	Rv0947c	CDS	NotExcluded	None	Probable mycolyl transferase, pseudogene	lipid metabolism	Yes	1.0	100.0	0.0	61.47186147186147	1.0	1.0	1.0	231
NC_000962.3	1057645	1057963	-	Rv0948c	Rv0948c	CDS	NotExcluded	None	Chorismate mutase	intermediary metabolism and respiration	No	0.9999126484975541	99.68553459119497	0.0	61.0062893081761	1.0	1.0	1.0	318
NC_000962.3	1058259	1060575	+	Rv0949	uvrD1	CDS	NotExcluded	None	Probable ATP-dependent DNA helicase II UvrD1	information pathways	No	1.0	100.0	0.0	65.1986183074266	1.0	1.0	1.0	2316
NC_000962.3	1060655	1061654	-	Rv0950c	Rv0950c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	66.46646646646647	1.0	1.0	1.0	999
NC_000962.3	1061963	1063127	+	Rv0951	sucC	CDS	NotExcluded	None	Probable succinyl-CoA synthetase (beta chain) SucC (SCS-beta)	intermediary metabolism and respiration	No	0.9987590683466973	95.53264604810997	0.0	63.57388316151203	1.0	1.0	1.0	1164
NC_000962.3	1063139	1064051	+	Rv0952	sucD	CDS	NotExcluded	None	Probable succinyl-CoA synthetase (alpha chain) SucD (SCS-alpha)	intermediary metabolism and respiration	No	0.999604044834308	98.57456140350878	0.0	62.719298245614034	0.9998380847807018	1.0	1.0	912
NC_000962.3	1064113	1064962	-	Rv0953c	Rv0953c	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No	0.9993129171574402	97.64428739693759	0.0	66.43109540636043	0.9997722810836278	1.0	1.0	849
NC_000962.3	1065126	1066038	+	Rv0954	Rv0954	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No	0.9992080896686161	97.14912280701753	0.0	66.8859649122807	1.0	1.0	1.0	912
NC_000962.3	1066077	1067445	+	Rv0955	Rv0955	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No	0.9966293047433399	92.17836257309942	0.0	67.69005847953217	1.0	1.0	1.0	1368
NC_000962.3	1067560	1068208	+	Rv0956	purN	CDS	NotExcluded	None	Probable 5'-phosphoribosylglycinamide formyltransferase PurN (GART) (gar transformylase) (5'-phosphoribosylglycinamide transformylase)	intermediary metabolism and respiration	No	1.0	100.0	0.0	65.12345679012346	1.0	1.0	1.0	648
NC_000962.3	1068204	1069776	+	Rv0957	purH	CDS	NotExcluded	None	Probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp cyclohydrolase) (inosinicase) (imp synthetase) (ATIC)	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.73027989821882	1.0	1.0	1.0	1572
NC_000962.3	1069882	1071262	+	Rv0958	Rv0958	CDS	NotExcluded	None	Possible magnesium chelatase	intermediary metabolism and respiration	No	0.9985909822866346	97.97101449275362	0.0	69.34782608695652	0.9999057971014492	1.0	1.0	1380
NC_000962.3	1071254	1073273	+	Rv0959	Rv0959	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9992708161356008	98.16740960871718	0.0	69.09361069836552	0.9957044977711739	1.0	1.0	2019
NC_000962.3	1073326	1073548	+	Rv0959A	vapB9	CDS	NotExcluded	None	Possible antitoxin VapB9	virulence, detoxification, adaptation	No	1.0	100.0	0.0	64.41441441441441	1.0	1.0	1.0	222
NC_000962.3	1073544	1073928	+	Rv0960	vapC9	CDS	NotExcluded	None	Possible toxin VapC9	virulence, detoxification, adaptation	No	1.0	100.0	0.0	66.14583333333333	1.0	1.0	1.0	384
NC_000962.3	1074073	1074421	+	Rv0961	Rv0961	CDS	NotExcluded	None	Probable integral membrane protein	cell wall and cell processes	No	0.9978448275862069	92.52873563218391	0.0	59.195402298850574	1.0	1.0	1.0	348
NC_000962.3	1074439	1075114	-	Rv0962c	lprP	CDS	NotExcluded	None	Possible lipoprotein LprP	cell wall and cell processes	No	1.0	100.0	0.0	64.14814814814815	1.0	1.0	1.0	675
NC_000962.3	1075296	1076097	-	Rv0963c	Rv0963c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	0.9998612845054793	99.50062421972534	0.0	63.17103620474407	1.0	1.0	1.0	801
NC_000962.3	1076195	1076678	-	Rv0964c	Rv0964c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	67.0807453416149	1.0	1.0	1.0	483
NC_000962.3	1076777	1077197	-	Rv0965c	Rv0965c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	65.0	1.0	1.0	1.0	420
NC_000962.3	1077232	1077835	-	Rv0966c	Rv0966c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	66.83250414593698	1.0	1.0	1.0	603
NC_000962.3	1077974	1078334	+	Rv0967	csoR	CDS	NotExcluded	None	Copper-sensitive operon repressor CsoR	regulatory proteins	No	1.0	100.0	0.0	62.77777777777778	1.0	1.0	1.0	360
NC_000962.3	1078390	1078687	+	Rv0968	Rv0968	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No	1.0	100.0	0.0	67.34006734006734	1.0	1.0	1.0	297
NC_000962.3	1078742	1081055	+	Rv0969	ctpV	CDS	NotExcluded	None	Probable metal cation transporter P-type ATPase CtpV	cell wall and cell processes	No	0.9984507854157659	94.42282749675745	0.0	69.08776480760916	1.0	1.0	1.0	2313
NC_000962.3	1081051	1081684	+	Rv0970	Rv0970	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No	1.0	100.0	0.0	61.92733017377567	1.0	1.0	1.0	633
NC_000962.3	1081774	1082584	-	Rv0971c	echA7	CDS	NotExcluded	None	Probable enoyl-CoA hydratase EchA7 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	lipid metabolism	No	0.9993141289437586	97.53086419753086	0.0	71.48148148148148	1.0	1.0	1.0	810
NC_000962.3	1082583	1083750	-	Rv0972c	fadE12	CDS	NotExcluded	None	Acyl-CoA dehydrogenase FadE12	lipid metabolism	No	1.0	100.0	0.0	64.43873179091688	1.0	1.0	1.0	1167
NC_000962.3	1083746	1085750	-	Rv0973c	accA2	CDS	NotExcluded	None	Probable acetyl-/propionyl-coenzyme A carboxylase alpha chain (alpha subunit) AccA2: biotin carboxylase + biotin carboxyl carrier protein (BCCP)	lipid metabolism	No	0.9997920825016634	99.25149700598801	0.0	67.81437125748504	1.0	1.0	1.0	2004
NC_000962.3	1085755	1087345	-	Rv0974c	accD2	CDS	NotExcluded	None	Probable acetyl-/propionyl-CoA carboxylase (beta subunit) AccD2	lipid metabolism	No	1.0	100.0	0.0	66.1006289308176	1.0	1.0	1.0	1590
NC_000962.3	1087347	1088496	-	Rv0975c	fadE13	CDS	NotExcluded	None	Probable acyl-CoA dehydrogenase FadE13	lipid metabolism	No	1.0	100.0	0.0	67.79808529155788	1.0	1.0	1.0	1149
NC_000962.3	1088492	1090175	-	Rv0976c	Rv0976c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	70.05347593582887	1.0	1.0	1.0	1683
NC_000962.3	1090372	1093144	+	Rv0977	PE_PGRS16	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS16	PE/PPE	No	0.9219628255342541	45.63492063492063	0.0	72.58297258297259	0.9989177489177489	1.0	1.0	2772
NC_000962.3	1093360	1094356	-	Rv0978c	PE_PGRS17	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS17	PE/PPE	No	0.8910671495234491	36.24497991967871	0.11546184738955824	70.88353413654619	0.5178880597389559	0.6196450948795181	0.656291687751004	996
NC_000962.3	1094669	1094864	-	Rv0979c	Rv0979c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No	1.0	100.0	0.0	67.17948717948718	1.0	1.0	1.0	195
NC_000962.3	1094885	1095059	+	Rv0979A	rpmF	CDS	NotExcluded	None	50S ribosomal protein L32 RpmF	information pathways	No	1.0	100.0	0.0	66.0919540229885	0.9	1.0	1.0	174
NC_000962.3	1095077	1096451	-	Rv0980c	PE_PGRS18	CDS	PE/PPEs	PE_V_PGRS	PE-PGRS family protein PE_PGRS18	PE/PPE	No	0.8929033525103394	19.359534206695777	0.0	71.25181950509462	0.571943115356623	0.6871663133187773	0.7162783995633188	1374
NC_000962.3	1096821	1097508	+	Rv0981	mprA	CDS	NotExcluded	None	Mycobacterial persistence regulator MRPA (two component response transcriptional regulatory protein)	regulatory proteins	No	1.0	100.0	0.0	65.50218340611353	1.0	1.0	1.0	687
NC_000962.3	1097507	1099022	+	Rv0982	mprB	CDS	NotExcluded	None	Two component sensor kinase MprB	regulatory proteins	No	0.9999266593325999	99.73597359735975	0.0	65.08250825082509	1.0	1.0	1.0	1515
NC_000962.3	1099065	1100460	+	Rv0983	pepD	CDS	NotExcluded	None	Probable serine protease PepD (serine proteinase) (MTB32B)	intermediary metabolism and respiration	No	0.9998805256869774	99.56989247311829	0.0	66.66666666666667	1.0	1.0	1.0	1395
NC_000962.3	1100459	1101005	+	Rv0984	moaB2	CDS	NotExcluded	None	Possible pterin-4-alpha-carbinolamine dehydratase MoaB2 (PHS) (4-alpha- hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)	intermediary metabolism and respiration	No	1.0	100.0	0.0	66.3003663003663	1.0	1.0	1.0	546
NC_000962.3	1101024	1101480	-	Rv0985c	mscL	CDS	NotExcluded	None	Possible large-conductance ion mechanosensitive channel MscL	cell wall and cell processes	No	0.9990253411306043	96.49122807017544	0.0	60.08771929824562	1.0	1.0	1.0	456
NC_000962.3	1101802	1102549	+	Rv0986	Rv0986	CDS	NotExcluded	None	Probable adhesion component transport ATP-binding protein ABC transporter	cell wall and cell processes	No	0.9956120779413952	84.20348058902276	0.0	53.4136546184739	1.0	1.0	1.0	747
NC_000962.3	1102541	1105109	+	Rv0987	Rv0987	CDS	NotExcluded	None	Probable adhesion component transport transmembrane protein ABC transporter	cell wall and cell processes	No	0.9990048459674628	96.41744548286604	0.0	54.08878504672897	1.0	1.0	1.0	2568
