Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	ExcludedGroup_Category	PEandPPE_Subfamily	Product	Functional_Category	Is_Pseudogene	IntergenicRegion_IsNextTo_PLC_Gene	Intergenic_GeneToTheLeft	Intergenic_GeneToTheLeft_FuncCategory	Intergenic_GeneToTheRight	Intergenic_GeneToTheRight_FuncCategory	Mean_EBR_36CI	gene_PercentPerfect_EBR_36CI	gene_ProportionWith_NANs_EBR_36CI	gene_GC_Content	Mean_PileupMapScore_K50_E4	Mean_PileupMapScore_K100_E4	Mean_PileupMapScore_K125_E4	Length
NC_000962.3	175699	176668	+	Rv0149	Rv0149	CDS	NotExcluded	None	Possible quinone oxidoreductase (NADPH:quinone oxidoreductase) (zeta-crystallin)	intermediary metabolism and respiration	No						0.9942380460956312	79.25696594427245	0.0	64.29308565531475	1.0	1.0	1.0	969
NC_000962.3	176664	176952	-	Rv0150c	Rv0150c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	64.58333333333333	1.0	1.0	1.0	288
NC_000962.3	176952	177542		IntergenicRegion_126_Rv0150c-Rv0151c		Intergenic	Intergenic			Intergenic		True	Rv0150c	NotExcluded	Rv0151c	PE/PPEs	0.9999529190207156	99.83050847457628	0.0	64.91525423728814	0.900423727118644	1.0	1.0	590
NC_000962.3	177542	179309	-	Rv0151c	PE1	CDS	PE/PPEs	PE_V_	PE family protein PE1	PE/PPE	No						0.9998427969565491	99.43406904357668	0.0	61.743067345783814	1.0	1.0	1.0	1767
NC_000962.3	179309	179318		IntergenicRegion_127_Rv0151c-Rv0152c		Intergenic	Intergenic			Intergenic		True	Rv0151c	PE/PPEs	Rv0152c	PE/PPEs	1.0	100.0	0.0	77.77777777777777	1.0	1.0	1.0	9
NC_000962.3	179318	180896	-	Rv0152c	PE2	CDS	PE/PPEs	PE_V_	PE family protein PE2	PE/PPE	No						1.0	100.0	0.0	63.244613434727505	1.0	1.0	1.0	1578
NC_000962.3	180896	181154		IntergenicRegion_128_Rv0152c-Rv0153c		Intergenic	Intergenic			Intergenic		True	Rv0152c	PE/PPEs	Rv0153c	NotExcluded	0.9975236864771747	91.08527131782945	0.0	70.54263565891473	1.0	1.0	1.0	258
NC_000962.3	181154	181985	-	Rv0153c	ptbB	CDS	NotExcluded	None	Phosphotyrosine protein phosphatase PTPB (protein-tyrosine-phosphatase) (PTPase)	regulatory proteins	No						1.0	100.0	0.0	67.50902527075812	1.0	1.0	1.0	831
NC_000962.3	181985	181986		IntergenicRegion_129_Rv0153c-Rv0154c		Intergenic	Intergenic			Intergenic		False	Rv0153c	NotExcluded	Rv0154c	NotExcluded	1.0	100.0	0.0	100.0	1.0	1.0	1.0	1
NC_000962.3	181986	183198	-	Rv0154c	fadE2	CDS	NotExcluded	None	Probable acyl-CoA dehydrogenase FadE2	lipid metabolism	No						1.0	100.0	0.0	67.16171617161716	1.0	1.0	1.0	1212
NC_000962.3	183198	183621		IntergenicRegion_130_Rv0154c-Rv0155		Intergenic	Intergenic			Intergenic		False	Rv0154c	NotExcluded	Rv0155	NotExcluded	1.0	100.0	0.0	60.047281323877066	1.0	1.0	1.0	423
NC_000962.3	183621	184722	+	Rv0155	pntAa	CDS	NotExcluded	None	Probable NAD(P) transhydrogenase (subunit alpha) PntAa [first part; catalytic part] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)	intermediary metabolism and respiration	No						1.0	100.0	0.0	68.02906448683015	1.0	1.0	1.0	1101
NC_000962.3	184722	185055	+	Rv0156	pntAb	CDS	NotExcluded	None	Probable NAD(P) transhydrogenase (subunit alpha) PntAb [second part; integral membrane protein] (pyridine nucleotide transhydrogenase subunit alpha) (nicotinamide nucleotide transhydrogenase subunit alpha)	intermediary metabolism and respiration	No						1.0	100.0	0.0	60.06006006006006	1.0	1.0	1.0	333
NC_000962.3	185051	186479	+	Rv0157	pntB	CDS	NotExcluded	None	Probable NAD(P) transhydrogenase (subunit beta) PntB [integral membrane protein] (pyridine nucleotide transhydrogenase subunit beta) (nicotinamide nucleotide transhydrogenase subunit beta)	intermediary metabolism and respiration	No						0.9997860255213196	99.2296918767507	0.0	64.42577030812325	1.0	1.0	1.0	1428
NC_000962.3	186479	186494		IntergenicRegion_131_Rv0157-Rv0157A		Intergenic	Intergenic			Intergenic		False	Rv0157	NotExcluded	Rv0157A	NotExcluded	1.0	100.0	0.0	86.66666666666667	1.0	1.0	1.0	15
NC_000962.3	186494	186623	-	Rv0157A	Rv0157A	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	62.7906976744186	1.0	1.0	1.0	129
NC_000962.3	186623	186784		IntergenicRegion_132_Rv0157A-Rv0158		Intergenic	Intergenic			Intergenic		False	Rv0157A	NotExcluded	Rv0158	NotExcluded	1.0	100.0	0.0	60.24844720496895	1.0	1.0	1.0	161
NC_000962.3	186784	187429	+	Rv0158	Rv0158	CDS	NotExcluded	None	Probable transcriptional regulatory protein (possibly TetR-family)	regulatory proteins	No						1.0	100.0	0.0	64.49612403100775	1.0	1.0	1.0	645
NC_000962.3	187429	187432		IntergenicRegion_133_Rv0158-Rv0159c		Intergenic	Intergenic			Intergenic		True	Rv0158	NotExcluded	Rv0159c	PE/PPEs	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	3
NC_000962.3	187432	188839	-	Rv0159c	PE3	CDS	PE/PPEs	PE_V_	PE family protein PE3	PE/PPE	No						1.0	100.0	0.0	62.61549395877754	1.0	1.0	1.0	1407
NC_000962.3	188839	188930		IntergenicRegion_134_Rv0159c-Rv0160c		Intergenic	Intergenic			Intergenic		True	Rv0159c	PE/PPEs	Rv0160c	PE/PPEs	1.0	100.0	0.0	69.23076923076923	1.0	1.0	1.0	91
NC_000962.3	188930	190439	-	Rv0160c	PE4	CDS	PE/PPEs	PE_V_	PE family protein PE4	PE/PPE	No						1.0	100.0	0.0	63.552021206096754	1.0	1.0	1.0	1509
NC_000962.3	190439	190606		IntergenicRegion_135_Rv0160c-Rv0161		Intergenic	Intergenic			Intergenic		True	Rv0160c	PE/PPEs	Rv0161	NotExcluded	1.0	100.0	0.0	62.874251497005986	1.0	1.0	1.0	167
NC_000962.3	190606	191956	+	Rv0161	Rv0161	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No						1.0	100.0	0.0	67.70370370370371	1.0	1.0	1.0	1350
NC_000962.3	191956	191983		IntergenicRegion_136_Rv0161-Rv0162c		Intergenic	Intergenic			Intergenic		False	Rv0161	NotExcluded	Rv0162c	NotExcluded	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	27
NC_000962.3	191983	193135	-	Rv0162c	adhE1	CDS	NotExcluded	None	Probable zinc-type alcohol dehydrogenase (E subunit) AdhE1	intermediary metabolism and respiration	No						0.986376350308642	88.71527777777779	0.0	67.62152777777777	1.0	1.0	1.0	1152
NC_000962.3	193116	193572	+	Rv0163	Rv0163	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	62.719298245614034	1.0	1.0	1.0	456
NC_000962.3	193572	193625		IntergenicRegion_137_Rv0163-Rv0164		Intergenic	Intergenic			Intergenic		False	Rv0163	NotExcluded	Rv0164	NotExcluded	1.0	100.0	0.0	64.15094339622641	1.0	1.0	1.0	53
NC_000962.3	193625	194111	+	Rv0164	TB18.5	CDS	NotExcluded	None	Conserved protein TB18.5	conserved hypotheticals	No						0.9953132144490169	83.1275720164609	0.0	60.90534979423868	1.0	1.0	1.0	486
NC_000962.3	194111	194143		IntergenicRegion_138_Rv0164-Rv0165c		Intergenic	Intergenic			Intergenic		False	Rv0164	NotExcluded	Rv0165c	NotExcluded	0.9722222222222222	0.0	0.0	65.625	1.0	1.0	1.0	32
NC_000962.3	194143	194815	-	Rv0165c	mce1R	CDS	NotExcluded	None	Probable transcriptional regulatory protein Mce1R (probably GntR-family)	regulatory proteins	No						0.9933035714285714	75.89285714285714	0.0	66.2202380952381	1.0	1.0	1.0	672
NC_000962.3	194815	194992		IntergenicRegion_139_Rv0165c-Rv0166		Intergenic	Intergenic			Intergenic		False	Rv0165c	NotExcluded	Rv0166	NotExcluded	1.0	100.0	0.0	58.75706214689266	1.0	1.0	1.0	177
NC_000962.3	194992	196657	+	Rv0166	fadD5	CDS	NotExcluded	None	Probable fatty-acid-CoA ligase FadD5 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	lipid metabolism	No						0.9990824157490824	96.69669669669669	0.0	62.82282282282282	1.0	1.0	1.0	1665
NC_000962.3	196657	196860		IntergenicRegion_140_Rv0166-Rv0167		Intergenic	Intergenic			Intergenic		False	Rv0166	NotExcluded	Rv0167	NotExcluded	1.0	100.0	0.0	63.05418719211823	1.0	1.0	1.0	203
NC_000962.3	196860	197658	+	Rv0167	yrbE1A	CDS	NotExcluded	None	Conserved integral membrane protein YrbE1A	virulence, detoxification, adaptation	No						1.0	100.0	0.0	63.40852130325815	0.9678362556390977	1.0	1.0	798
NC_000962.3	197658	197659		IntergenicRegion_141_Rv0167-Rv0168		Intergenic	Intergenic			Intergenic		False	Rv0167	NotExcluded	Rv0168	NotExcluded	1.0	100.0	0.0	100.0	1.0	1.0	1.0	1
NC_000962.3	197659	198529	+	Rv0168	yrbE1B	CDS	NotExcluded	None	Conserved integral membrane protein YrbE1B	virulence, detoxification, adaptation	No						1.0	100.0	0.0	64.25287356321839	0.9371954022988506	1.0	1.0	870
NC_000962.3	198529	198533		IntergenicRegion_142_Rv0168-Rv0169		Intergenic	Intergenic			Intergenic		False	Rv0168	NotExcluded	Rv0169	NotExcluded	1.0	100.0	0.0	100.0	0.935	1.0	1.0	4
NC_000962.3	198533	199898	+	Rv0169	mce1A	CDS	NotExcluded	None	Mce-family protein Mce1A	virulence, detoxification, adaptation	No						0.9841066341066341	79.78021978021978	0.0	62.417582417582416	0.9772161172161172	1.0	1.0	1365
NC_000962.3	199894	200935	+	Rv0170	mce1B	CDS	NotExcluded	None	Mce-family protein Mce1B	virulence, detoxification, adaptation	No						0.9987191802753761	95.38904899135446	0.0	59.94236311239193	1.0	1.0	1.0	1041
NC_000962.3	200931	202479	+	Rv0171	mce1C	CDS	NotExcluded	None	Mce-family protein Mce1C	virulence, detoxification, adaptation	No						0.9994975595750789	98.19121447028424	0.0	66.60206718346254	0.998062015503876	1.0	1.0	1548
NC_000962.3	202475	204068	+	Rv0172	mce1D	CDS	NotExcluded	None	Mce-family protein Mce1D	virulence, detoxification, adaptation	No						0.999982562600265	99.93722536095417	0.0	62.084118016321405	1.0	1.0	1.0	1593
NC_000962.3	204064	205237	+	Rv0173	lprK	CDS	NotExcluded	None	Possible Mce-family lipoprotein LprK (Mce-family lipoprotein Mce1E)	cell wall and cell processes	No						1.0	100.0	0.0	63.171355498721226	1.0	1.0	1.0	1173
NC_000962.3	205230	206778	+	Rv0174	mce1F	CDS	NotExcluded	None	Mce-family protein Mce1F	virulence, detoxification, adaptation	No						0.9960522538041918	93.7984496124031	0.0	62.08010335917313	1.0	1.0	1.0	1548
NC_000962.3	206778	206813		IntergenicRegion_143_Rv0174-Rv0175		Intergenic	Intergenic			Intergenic		False	Rv0174	NotExcluded	Rv0175	NotExcluded	0.9984126984126984	94.28571428571428	0.0	57.142857142857146	1.0	1.0	1.0	35
NC_000962.3	206813	207455	+	Rv0175	Rv0175	CDS	NotExcluded	None	Probable conserved Mce associated membrane protein	cell wall and cell processes	No						0.9967116649359641	88.1619937694704	0.0	64.48598130841121	1.0	1.0	1.0	642
NC_000962.3	207451	208420	+	Rv0176	Rv0176	CDS	NotExcluded	None	Probable conserved Mce associated transmembrane protein	cell wall and cell processes	No						0.9889634216259602	60.26831785345718	0.0	65.2218782249742	1.0	1.0	1.0	969
NC_000962.3	208416	208971	+	Rv0177	Rv0177	CDS	NotExcluded	None	Probable conserved Mce associated protein	conserved hypotheticals	No						1.0	100.0	0.0	59.81981981981982	1.0	1.0	1.0	555
NC_000962.3	208937	209672	+	Rv0178	Rv0178	CDS	NotExcluded	None	Probable conserved Mce associated membrane protein	cell wall and cell processes	No						1.0	100.0	0.0	63.80952380952381	1.0	1.0	1.0	735
NC_000962.3	209672	209702		IntergenicRegion_144_Rv0178-Rv0179c		Intergenic	Intergenic			Intergenic		False	Rv0178	NotExcluded	Rv0179c	NotExcluded	1.0	100.0	0.0	83.33333333333333	1.0	1.0	1.0	30
NC_000962.3	209702	210812	-	Rv0179c	lprO	CDS	NotExcluded	None	Possible lipoprotein LprO	cell wall and cell processes	No						1.0	100.0	0.0	64.23423423423424	1.0	1.0	1.0	1110
NC_000962.3	210812	210891		IntergenicRegion_145_Rv0179c-Rv0180c		Intergenic	Intergenic			Intergenic		False	Rv0179c	NotExcluded	Rv0180c	NotExcluded	1.0	100.0	0.0	54.43037974683544	1.0	1.0	1.0	79
NC_000962.3	210891	212250	-	Rv0180c	Rv0180c	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No						1.0	100.0	0.0	63.944076526857984	1.0	1.0	1.0	1359
NC_000962.3	212250	212276		IntergenicRegion_146_Rv0180c-Rv0181c		Intergenic	Intergenic			Intergenic		False	Rv0180c	NotExcluded	Rv0181c	NotExcluded	1.0	100.0	0.0	69.23076923076923	1.0	1.0	1.0	26
NC_000962.3	212276	213011	-	Rv0181c	Rv0181c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	63.12925170068027	1.0	1.0	1.0	735
NC_000962.3	213011	213027		IntergenicRegion_147_Rv0181c-Rv0182c		Intergenic	Intergenic			Intergenic		False	Rv0181c	NotExcluded	Rv0182c	NotExcluded	1.0	100.0	0.0	62.5	1.0	1.0	1.0	16
NC_000962.3	213027	214140	-	Rv0182c	sigG	CDS	NotExcluded	None	Probable alternative RNA polymerase sigma factor SigG (RNA polymerase ECF type sigma factor)	information pathways	No						0.9992013576919238	97.12488769092543	0.0	65.76819407008087	1.0	1.0	1.0	1113
NC_000962.3	214087	214927	+	Rv0183	Rv0183	CDS	NotExcluded	None	Possible lysophospholipase	intermediary metabolism and respiration	No						0.9986441798941799	95.11904761904762	0.0	66.54761904761905	1.0	1.0	1.0	840
NC_000962.3	214927	214968		IntergenicRegion_148_Rv0183-Rv0184		Intergenic	Intergenic			Intergenic		False	Rv0183	NotExcluded	Rv0184	NotExcluded	1.0	100.0	0.0	68.29268292682927	1.0	1.0	1.0	41
NC_000962.3	214968	215718	+	Rv0184	Rv0184	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	69.6	1.0	1.0	1.0	750
NC_000962.3	215714	216224	+	Rv0185	Rv0185	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	66.86274509803921	1.0	1.0	1.0	510
NC_000962.3	216224	216268		IntergenicRegion_149_Rv0185-Rv0186		Intergenic	Intergenic			Intergenic		False	Rv0185	NotExcluded	Rv0186	NotExcluded	1.0	100.0	0.0	70.45454545454545	1.0	1.0	1.0	44
NC_000962.3	216268	218344	+	Rv0186	bglS	CDS	NotExcluded	None	Probable beta-glucosidase BglS (gentiobiase) (cellobiase) (beta-D-glucoside glucohydrolase)	intermediary metabolism and respiration	No						1.0	100.0	0.0	65.89595375722543	1.0	1.0	1.0	2076
NC_000962.3	218344	218389		IntergenicRegion_150_Rv0186-Rv0186A		Intergenic	Intergenic			Intergenic		False	Rv0186	NotExcluded	Rv0186A	NotExcluded	1.0	100.0	0.0	73.33333333333333	1.0	1.0	1.0	45
NC_000962.3	218389	218551	-	Rv0186A	mymT	CDS	NotExcluded	None	Metallothionein, MymT	virulence, detoxification, adaptation	No						0.9938271604938271	77.77777777777779	0.0	62.96296296296296	1.0	1.0	1.0	162
NC_000962.3	218551	218704		IntergenicRegion_151_Rv0186A-Rv0187		Intergenic	Intergenic			Intergenic		False	Rv0186A	NotExcluded	Rv0187	NotExcluded	0.9722222222222222	0.0	0.0	60.78431372549019	1.0	1.0	1.0	153
NC_000962.3	218704	219367	+	Rv0187	Rv0187	CDS	NotExcluded	None	Probable O-methyltransferase	intermediary metabolism and respiration	No						0.9949723479135243	81.90045248868778	0.0	67.11915535444948	1.0	1.0	1.0	663
NC_000962.3	219367	219485		IntergenicRegion_152_Rv0187-Rv0188		Intergenic	Intergenic			Intergenic		False	Rv0187	NotExcluded	Rv0188	NotExcluded	1.0	100.0	0.0	54.23728813559322	1.0	1.0	1.0	118
NC_000962.3	219485	219917	+	Rv0188	Rv0188	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No						1.0	100.0	0.0	62.26851851851852	1.0	1.0	1.0	432
NC_000962.3	219917	219995		IntergenicRegion_153_Rv0188-Rv0189c		Intergenic	Intergenic			Intergenic		False	Rv0188	NotExcluded	Rv0189c	NotExcluded	1.0	100.0	0.0	69.23076923076923	1.0	1.0	1.0	78
NC_000962.3	219995	221723	-	Rv0189c	ilvD	CDS	NotExcluded	None	Probable dihydroxy-acid dehydratase IlvD (dad)	intermediary metabolism and respiration	No						1.0	100.0	0.0	65.74074074074075	1.0	1.0	1.0	1728
NC_000962.3	221723	221870		IntergenicRegion_154_Rv0189c-Rv0190		Intergenic	Intergenic			Intergenic		False	Rv0189c	NotExcluded	Rv0190	NotExcluded	1.0	100.0	0.0	57.82312925170068	1.0	1.0	1.0	147
NC_000962.3	221870	222161	+	Rv0190	Rv0190	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	64.26116838487972	1.0	1.0	1.0	291
NC_000962.3	222161	222288		IntergenicRegion_155_Rv0190-Rv0191		Intergenic	Intergenic			Intergenic		False	Rv0190	NotExcluded	Rv0191	NotExcluded	1.0	100.0	0.0	66.14173228346456	1.0	1.0	1.0	127
NC_000962.3	222288	223530	+	Rv0191	Rv0191	CDS	NotExcluded	None	Probable conserved integral membrane protein	cell wall and cell processes	No						0.9996868849525854	98.87278582930756	0.0	67.8743961352657	1.0	1.0	1.0	1242
NC_000962.3	223530	223563		IntergenicRegion_156_Rv0191-Rv0192		Intergenic	Intergenic			Intergenic		False	Rv0191	NotExcluded	Rv0192	NotExcluded	1.0	100.0	0.0	66.66666666666667	1.0	1.0	1.0	33
NC_000962.3	223563	224664	+	Rv0192	Rv0192	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						0.9970229084670501	89.28247048138056	0.0	66.30336058128974	1.0	1.0	1.0	1101
NC_000962.3	223606	223909	+	Rv0192A	Rv0192A	CDS	NotExcluded	None	Conserved secreted protein	cell wall and cell processes	No						0.9932159882654933	75.57755775577559	0.0	74.25742574257426	1.0	1.0	1.0	303
NC_000962.3	224664	224723		IntergenicRegion_157_Rv0192-Rv0193c		Intergenic	Intergenic			Intergenic		False	Rv0192	NotExcluded	Rv0193c	NotExcluded	1.0	100.0	0.0	69.49152542372882	1.0	1.0	1.0	59
NC_000962.3	224723	226571	-	Rv0193c	Rv0193c	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No						0.9972041847041847	89.93506493506493	0.0	61.58008658008658	1.0	1.0	1.0	1848
NC_000962.3	226571	226877		IntergenicRegion_158_Rv0193c-Rv0194		Intergenic	Intergenic			Intergenic		False	Rv0193c	NotExcluded	Rv0194	NotExcluded	1.0	100.0	0.0	57.51633986928105	1.0	1.0	1.0	306
NC_000962.3	226877	230462	+	Rv0194	Rv0194	CDS	NotExcluded	None	Probable transmembrane multidrug efflux pump	cell wall and cell processes	No						0.9994498682783202	98.99581589958159	0.0	66.80613668061366	1.0	1.0	1.0	3585
NC_000962.3	230462	230898		IntergenicRegion_159_Rv0194-Rv0195		Intergenic	Intergenic			Intergenic		False	Rv0194	NotExcluded	Rv0195	NotExcluded	0.9775101936799182	19.03669724770642	0.0	60.77981651376147	1.0	1.0	1.0	436
NC_000962.3	230898	231534	+	Rv0195	Rv0195	CDS	NotExcluded	None	Possible two component transcriptional regulatory protein (probably LuxR-family)	regulatory proteins	No						0.9990391334730958	96.54088050314465	0.0	63.20754716981132	1.0	1.0	1.0	636
NC_000962.3	231534	231646		IntergenicRegion_160_Rv0195-Rv0196		Intergenic	Intergenic			Intergenic		False	Rv0195	NotExcluded	Rv0196	NotExcluded	1.0	100.0	0.0	59.82142857142857	1.0	1.0	1.0	112
NC_000962.3	231646	232231	+	Rv0196	Rv0196	CDS	NotExcluded	None	Possible transcriptional regulatory protein	regulatory proteins	No						1.0	100.0	0.0	67.86324786324786	1.0	1.0	1.0	585
NC_000962.3	232230	234519	+	Rv0197	Rv0197	CDS	NotExcluded	None	Possible oxidoreductase	intermediary metabolism and respiration	No						0.9952186787049173	94.88859764089122	0.0	66.31716906946265	1.0	1.0	1.0	2289
NC_000962.3	234515	236507	-	Rv0198c	zmp1	CDS	NotExcluded	None	Probable zinc metalloprotease Zmp1	intermediary metabolism and respiration	No						1.0	100.0	0.0	63.65461847389558	1.0	1.0	1.0	1992
NC_000962.3	236507	236549		IntergenicRegion_161_Rv0198c-Rv0199		Intergenic	Intergenic			Intergenic		False	Rv0198c	NotExcluded	Rv0199	NotExcluded	1.0	100.0	0.0	64.28571428571429	1.0	1.0	1.0	42
NC_000962.3	236549	237209	+	Rv0199	Rv0199	CDS	NotExcluded	None	Probable conserved membrane protein	cell wall and cell processes	No						1.0	100.0	0.0	64.24242424242425	1.0	1.0	1.0	660
NC_000962.3	237205	237895	+	Rv0200	Rv0200	CDS	NotExcluded	None	Possible conserved transmembrane protein	cell wall and cell processes	No						0.9995974235104669	98.55072463768117	0.0	67.10144927536231	1.0	1.0	1.0	690
NC_000962.3	237891	238395	-	Rv0201c	Rv0201c	CDS	NotExcluded	None	Conserved protein	conserved hypotheticals	No						1.0	100.0	0.0	67.26190476190476	1.0	1.0	1.0	504
NC_000962.3	238391	241292	-	Rv0202c	mmpL11	CDS	NotExcluded	None	Probable conserved transmembrane transport protein MmpL11	cell wall and cell processes	No						1.0	100.0	0.0	65.90830748017925	1.0	1.0	1.0	2901
NC_000962.3	241292	241513		IntergenicRegion_162_Rv0202c-Rv0203		Intergenic	Intergenic			Intergenic		False	Rv0202c	NotExcluded	Rv0203	NotExcluded	0.9986173956762191	95.02262443438913	0.0	67.42081447963801	1.0	1.0	1.0	221
NC_000962.3	241513	241924	+	Rv0203	Rv0203	CDS	NotExcluded	None	Possible exported protein	cell wall and cell processes	No						0.9987158691538254	95.37712895377129	0.0	67.15328467153284	1.0	1.0	1.0	411
NC_000962.3	241924	241975		IntergenicRegion_163_Rv0203-Rv0204c		Intergenic	Intergenic			Intergenic		False	Rv0203	NotExcluded	Rv0204c	NotExcluded	1.0	100.0	0.0	78.43137254901961	1.0	1.0	1.0	51
NC_000962.3	241975	243214	-	Rv0204c	Rv0204c	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No						1.0	100.0	0.0	67.39305891848265	1.0	1.0	1.0	1239
NC_000962.3	243214	243383		IntergenicRegion_164_Rv0204c-Rv0205		Intergenic	Intergenic			Intergenic		False	Rv0204c	NotExcluded	Rv0205	NotExcluded	1.0	100.0	0.0	64.49704142011835	1.0	1.0	1.0	169
NC_000962.3	243383	244487	+	Rv0205	Rv0205	CDS	NotExcluded	None	Probable conserved transmembrane protein	cell wall and cell processes	No						1.0	100.0	0.0	65.1268115942029	1.0	1.0	1.0	1104
NC_000962.3	244483	247318	-	Rv0206c	mmpL3	CDS	NotExcluded	None	Possible conserved transmembrane transport protein MmpL3	cell wall and cell processes	No						0.999745247893396	99.08289241622576	0.0	65.29100529100529	1.0	1.0	1.0	2835
NC_000962.3	247318	247383		IntergenicRegion_165_Rv0206c-Rv0207c		Intergenic	Intergenic			Intergenic		False	Rv0206c	NotExcluded	Rv0207c	NotExcluded	1.0	100.0	0.0	55.38461538461539	1.0	1.0	1.0	65
NC_000962.3	247383	248112	-	Rv0207c	Rv0207c	CDS	NotExcluded	None	Conserved hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	64.60905349794238	1.0	1.0	1.0	729
NC_000962.3	248112	248114		IntergenicRegion_166_Rv0207c-Rv0208c		Intergenic	Intergenic			Intergenic		False	Rv0207c	NotExcluded	Rv0208c	NotExcluded	1.0	100.0	0.0	50.0	1.0	1.0	1.0	2
NC_000962.3	248114	248906	-	Rv0208c	Rv0208c	CDS	NotExcluded	None	Hypothetical methlytransferase (methylase)	intermediary metabolism and respiration	No						1.0	100.0	0.0	64.77272727272727	1.0	1.0	1.0	792
NC_000962.3	248906	249037		IntergenicRegion_167_Rv0208c-Rv0209		Intergenic	Intergenic			Intergenic		False	Rv0208c	NotExcluded	Rv0209	NotExcluded	1.0	100.0	0.0	66.41221374045801	1.0	1.0	1.0	131
NC_000962.3	249037	250123	+	Rv0209	Rv0209	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	70.1657458563536	1.0	1.0	1.0	1086
NC_000962.3	250119	251598	+	Rv0210	Rv0210	CDS	NotExcluded	None	Hypothetical protein	conserved hypotheticals	No						1.0	100.0	0.0	69.43881000676133	1.0	1.0	1.0	1479
NC_000962.3	251598	251781		IntergenicRegion_168_Rv0210-Rv0211		Intergenic	Intergenic			Intergenic		False	Rv0210	NotExcluded	Rv0211	NotExcluded	1.0	100.0	0.0	52.459016393442624	1.0	1.0	1.0	183
NC_000962.3	251781	253602	+	Rv0211	pckA	CDS	NotExcluded	None	Probable iron-regulated phosphoenolpyruvate carboxykinase [GTP] PckA (phosphoenolpyruvate carboxylase) (PEPCK)(pep carboxykinase)	intermediary metabolism and respiration	No						0.9987796692903778	95.6068094453597	0.0	64.08566721581549	0.9999368478857771	1.0	1.0	1821
NC_000962.3	253602	253668		IntergenicRegion_169_Rv0211-Rv0212c		Intergenic	Intergenic			Intergenic		False	Rv0211	NotExcluded	Rv0212c	NotExcluded	1.0	100.0	0.0	68.18181818181819	0.814116106060606	1.0	1.0	66
NC_000962.3	253668	254640	-	Rv0212c	nadR	CDS	NotExcluded	None	Possible transcriptional regulatory protein NadR (probably AsnC-family)	regulatory proteins	No						1.0	100.0	0.0	65.63786008230453	1.0	1.0	1.0	972
NC_000962.3	254636	255950	-	Rv0213c	Rv0213c	CDS	NotExcluded	None	Possible methyltransferase (methylase)	intermediary metabolism and respiration	No						0.9992812447150348	97.4124809741248	0.0	61.87214611872146	1.0	1.0	1.0	1314
NC_000962.3	255950	256063		IntergenicRegion_170_Rv0213c-Rv0214		Intergenic	Intergenic			Intergenic		False	Rv0213c	NotExcluded	Rv0214	NotExcluded	1.0	100.0	0.0	58.4070796460177	1.0	1.0	1.0	113
NC_000962.3	256063	257677	+	Rv0214	fadD4	CDS	NotExcluded	None	Probable fatty-acid-CoA ligase FadD4 (fatty-acid-CoA synthetase) (fatty-acid-CoA synthase)	lipid metabolism	No						1.0	100.0	0.0	63.38289962825279	1.0	1.0	1.0	1614
NC_000962.3	257677	257782		IntergenicRegion_171_Rv0214-Rv0215c		Intergenic	Intergenic			Intergenic		False	Rv0214	NotExcluded	Rv0215c	NotExcluded	1.0	100.0	0.0	67.61904761904762	1.0	1.0	1.0	105
NC_000962.3	257782	258856	-	Rv0215c	fadE3	CDS	NotExcluded	None	Probable acyl-CoA dehydrogenase FadE3	lipid metabolism	No						0.9999741361473204	99.90689013035382	0.0	65.08379888268156	1.0	1.0	1.0	1074
NC_000962.3	258856	258912		IntergenicRegion_172_Rv0215c-Rv0216		Intergenic	Intergenic			Intergenic		False	Rv0215c	NotExcluded	Rv0216	NotExcluded	1.0	100.0	0.0	58.92857142857143	1.0	1.0	1.0	56
